imdbID,Countrys_English,Countrys_Spanish,Countrys_European,Countrys_Asian,Countrys_Arabic,Countrys_Other
tt0106856,1,0,1,0,0,0
tt0106912,1,0,0,0,0,0
tt0106918,1,0,0,0,0,0
tt0106941,1,0,0,0,0,0
tt0106950,1,0,0,0,0,0
tt0106965,1,0,1,0,0,0
tt0106977,1,0,0,0,0,0
tt0107004,1,0,0,0,0,0
tt0107034,1,0,0,0,0,0
tt0107048,1,0,0,0,0,0
tt0107076,1,0,0,0,0,0
tt0107120,1,0,0,0,0,0
tt0107144,1,0,0,0,0,0
tt0107151,1,1,1,0,0,0
tt0107156,1,0,0,1,0,0
tt0107206,1,0,0,0,0,0
tt0107207,1,0,0,0,0,0
tt0107211,1,0,0,0,0,0
tt0107277,1,0,0,0,0,0
tt0107282,1,0,0,1,0,0
tt0107290,1,0,0,0,0,0
tt0107302,1,0,0,0,0,0
tt0107362,1,0,0,0,0,0
tt0107387,1,0,0,0,0,0
tt0107426,1,0,1,0,0,0
tt0107504,1,0,0,0,0,0
tt0107507,1,0,0,0,0,0
tt0107554,1,0,0,0,0,0
tt0107594,1,0,0,0,0,0
tt0107614,1,0,0,0,0,0
tt0107688,1,0,0,0,0,0
tt0107719,1,0,0,0,0,0
tt0107750,1,0,1,0,0,0
tt0107808,1,0,0,0,0,0
tt0107818,1,0,0,0,0,0
tt0107822,1,0,1,0,0,0
tt0107840,1,0,0,0,0,0
tt0107943,1,0,0,0,0,0
tt0107953,1,0,0,1,0,0
tt0107977,1,0,1,0,0,0
tt0107978,1,0,0,0,0,0
tt0108000,1,0,0,0,0,0
tt0108002,1,0,0,0,0,0
tt0108041,1,0,1,0,0,0
tt0108052,1,0,0,0,0,0
tt0108160,1,0,0,0,0,0
tt0108162,1,0,0,0,0,0
tt0108174,1,0,0,0,0,0
tt0108187,1,0,1,0,0,0
tt0108255,1,0,0,0,0,0
tt0108320,1,0,0,0,0,0
tt0108333,1,0,0,0,0,0
tt0108358,1,0,0,0,0,0
tt0108395,1,0,0,0,0,0
tt0108399,1,0,1,0,0,0
tt0108550,1,0,0,0,0,0
tt0109040,1,0,0,0,0,0
tt0109067,1,0,0,0,0,0
tt0109190,1,0,0,0,0,0
tt0109254,1,0,0,0,0,0
tt0109368,1,0,0,0,0,0
tt0109370,1,0,0,0,0,0
tt0109376,1,0,0,0,0,0
tt0109402,1,0,0,0,0,0
tt0109444,1,0,0,0,0,0
tt0109445,1,0,0,0,0,0
tt0109446,1,0,0,0,0,0
tt0109447,1,0,0,0,0,0
tt0109456,1,0,0,0,0,0
tt0109506,1,0,0,0,0,0
tt0109635,1,0,0,0,0,0
tt0109686,1,0,0,0,0,0
tt0109707,1,0,0,0,0,0
tt0109813,1,0,0,0,0,0
tt0109830,1,0,0,0,0,0
tt0109831,1,0,0,0,0,0
tt0109836,1,0,0,1,0,0
tt0110005,0,0,1,0,0,0
tt0110027,1,0,1,0,0,0
tt0110057,1,0,0,0,0,0
tt0110066,1,0,0,0,0,0
tt0110146,1,0,0,0,0,0
tt0110148,1,0,0,0,0,0
tt0110186,1,0,0,0,0,0
tt0110265,1,0,1,0,0,0
tt0110289,0,0,1,0,0,0
tt0110322,1,0,0,0,0,0
tt0110329,1,0,0,0,0,0
tt0110357,1,0,0,0,0,0
tt0110399,1,0,0,0,0,0
tt0110413,0,0,1,0,0,0
tt0110475,1,0,0,0,0,0
tt0110598,1,0,1,0,0,0
tt0110622,1,0,0,0,0,0
tt0110632,1,0,0,0,0,0
tt0110657,1,0,0,0,0,0
tt0110725,1,0,0,0,0,0
tt0110759,1,0,0,0,0,0
tt0110763,1,0,0,0,0,0
tt0110912,1,0,0,0,0,0
tt0110944,1,0,0,0,0,0
tt0110950,1,0,0,0,0,0
tt0110955,1,0,0,0,0,0
tt0110971,1,0,0,0,0,0
tt0110978,1,0,0,0,0,0
tt0111070,1,0,0,0,0,0
tt0111143,1,0,0,0,0,0
tt0111161,1,0,0,0,0,0
tt0111187,1,0,0,0,0,0
tt0111255,1,0,0,0,0,0
tt0111257,1,0,0,0,0,0
tt0111280,1,0,0,0,0,0
tt0111282,1,0,1,0,0,0
tt0111301,1,0,0,1,0,0
tt0111323,1,0,0,0,0,0
tt0111333,1,0,0,0,0,0
tt0111400,1,0,0,0,0,0
tt0111419,1,0,0,0,0,0
tt0111438,1,0,0,1,0,0
tt0111503,1,0,0,0,0,0
tt0111579,0,0,1,0,0,0
tt0111686,1,0,0,0,0,0
tt0111756,1,0,0,0,0,0
tt0112281,1,0,0,0,0,0
tt0112346,1,0,0,0,0,0
tt0112384,1,0,0,0,0,0
tt0112401,1,0,1,0,0,0
tt0112431,1,0,0,0,0,0
tt0112442,1,0,0,0,0,0
tt0112462,1,0,0,0,0,0
tt0112471,1,0,0,0,0,0
tt0112508,1,0,0,0,0,0
tt0112541,1,0,0,0,0,0
tt0112571,1,0,1,0,0,0
tt0112573,1,0,0,0,0,0
tt0112579,1,0,0,0,0,0
tt0112641,1,0,1,0,0,0
tt0112642,1,0,0,0,0,0
tt0112682,0,1,1,0,0,0
tt0112715,1,0,0,0,0,0
tt0112740,1,0,0,0,0,0
tt0112760,1,0,1,0,0,0
tt0112818,1,0,0,0,0,0
tt0112851,1,0,0,0,0,0
tt0112857,1,0,0,0,0,0
tt0112864,1,0,0,0,0,0
tt0112870,0,0,0,0,0,1
tt0112883,1,0,0,0,0,0
tt0113010,1,0,0,0,0,0
tt0113071,1,0,0,0,0,0
tt0113101,1,0,0,0,0,0
tt0113118,1,0,0,0,0,0
tt0113161,1,0,0,0,0,0
tt0113189,1,0,0,0,0,0
tt0113243,1,0,0,0,0,0
tt0113253,1,0,0,0,0,0
tt0113277,1,0,0,0,0,0
tt0113303,1,0,0,0,0,0
tt0113326,0,0,0,0,0,1
tt0113347,1,0,0,0,0,0
tt0113362,0,0,1,0,0,0
tt0113409,1,0,0,0,0,0
tt0113451,1,0,0,0,0,0
tt0113463,1,0,1,0,0,0
tt0113481,1,0,0,0,0,0
tt0113492,1,0,0,0,0,0
tt0113497,1,0,0,0,0,0
tt0113540,1,0,0,0,0,0
tt0113627,1,0,0,0,0,0
tt0113677,1,0,0,0,0,0
tt0113691,1,0,0,0,0,0
tt0113819,1,0,0,0,0,0
tt0113820,1,0,0,1,0,0
tt0113845,1,0,0,0,0,0
tt0113855,1,0,0,0,0,0
tt0113957,1,0,0,0,0,0
tt0113972,1,0,0,0,0,0
tt0113987,1,0,0,0,0,0
tt0114011,1,0,0,0,0,0
tt0114095,1,0,0,0,0,0
tt0114108,1,0,0,0,0,0
tt0114113,1,0,0,0,0,0
tt0114148,1,0,0,0,0,0
tt0114172,1,0,0,0,0,0
tt0114214,1,0,0,1,0,0
tt0114287,1,0,0,0,0,0
tt0114296,1,0,0,0,0,0
tt0114345,1,0,0,0,0,0
tt0114367,1,0,0,1,0,0
tt0114369,1,0,0,0,0,0
tt0114388,1,0,0,0,0,0
tt0114436,1,0,1,0,0,0
tt0114478,1,0,1,1,0,0
tt0114508,1,0,0,0,0,0
tt0114536,1,0,0,0,0,0
tt0114558,1,0,0,0,0,0
tt0114576,1,0,0,0,0,0
tt0114614,1,0,0,0,0,0
tt0114660,1,0,0,0,0,0
tt0114666,1,0,0,0,0,0
tt0114681,1,0,0,0,0,0
tt0114697,1,0,0,0,0,0
tt0114709,1,0,0,0,0,0
tt0114746,1,0,0,0,0,0
tt0114781,1,0,0,0,0,0
tt0114814,1,0,1,0,0,0
tt0114825,1,0,0,0,0,0
tt0114885,1,0,0,0,0,0
tt0114887,1,0,0,0,0,0
tt0114898,1,0,0,0,0,0
tt0114924,1,0,0,0,0,0
tt0115433,1,0,0,0,0,0
tt0115571,1,0,0,0,0,0
tt0115632,1,0,0,0,0,0
tt0115676,1,0,0,0,0,0
tt0115734,1,0,0,0,0,0
tt0115736,1,0,0,0,0,0
tt0115759,1,0,0,0,0,0
tt0115783,1,0,0,0,0,0
tt0115798,1,0,0,0,0,0
tt0115857,1,0,0,0,0,0
tt0115862,1,0,0,0,0,0
tt0115906,1,0,0,0,0,0
tt0115956,1,0,0,0,0,0
tt0115963,1,0,0,0,0,0
tt0115986,1,0,0,0,0,0
tt0115994,1,0,0,0,0,0
tt0116040,1,0,0,0,0,0
tt0116118,1,0,0,0,0,0
tt0116136,1,0,0,0,0,0
tt0116191,1,0,0,0,0,0
tt0116209,1,0,0,0,0,0
tt0116213,1,0,0,0,0,0
tt0116225,1,0,0,0,0,0
tt0116250,1,0,0,0,0,0
tt0116253,1,0,0,0,0,0
tt0116269,1,0,0,0,0,0
tt0116277,1,0,0,0,0,0
tt0116282,1,0,0,0,0,0
tt0116313,1,0,0,0,0,0
tt0116320,1,0,0,0,0,0
tt0116322,1,0,0,0,0,0
tt0116324,1,0,0,0,0,0
tt0116365,1,0,0,0,0,0
tt0116367,1,0,0,0,0,0
tt0116404,1,0,0,0,0,0
tt0116409,1,0,1,0,0,0
tt0116483,1,0,0,0,0,0
tt0116514,1,0,0,0,0,0
tt0116583,1,0,0,0,0,0
tt0116629,1,0,0,0,0,0
tt0116654,1,0,0,0,0,0
tt0116683,1,0,0,0,0,0
tt0116695,1,0,0,0,0,0
tt0116705,1,0,0,0,0,0
tt0116707,1,0,0,0,0,0
tt0116722,1,0,0,0,0,0
tt0116743,1,0,1,1,0,0
tt0116778,1,0,0,0,0,0
tt0116830,1,0,0,0,0,0
tt0116905,1,0,0,0,0,0
tt0116922,1,0,1,0,0,0
tt0116985,1,0,0,0,0,0
tt0116996,1,0,0,0,0,0
tt0117002,1,0,0,0,0,0
tt0117008,1,0,0,0,0,0
tt0117011,1,0,0,0,0,0
tt0117039,1,0,0,0,0,0
tt0117060,1,0,0,0,0,0
tt0117104,1,0,0,0,0,0
tt0117218,1,0,0,0,0,0
tt0117318,1,0,0,0,0,0
tt0117331,1,0,0,0,0,0
tt0117333,1,0,0,0,0,0
tt0117372,1,0,0,0,0,0
tt0117420,1,0,0,0,0,0
tt0117438,1,0,0,0,0,0
tt0117477,0,0,1,0,0,0
tt0117500,1,0,0,0,0,0
tt0117509,1,0,0,0,0,0
tt0117571,1,0,0,0,0,0
tt0117589,1,0,1,0,0,0
tt0117603,1,0,0,0,0,0
tt0117628,1,0,0,0,0,0
tt0117653,1,0,0,0,0,0
tt0117665,1,0,0,0,0,0
tt0117666,1,0,0,0,0,0
tt0117705,1,0,0,0,0,0
tt0117718,1,0,0,0,0,0
tt0117724,1,0,0,0,0,0
tt0117731,1,0,0,0,0,0
tt0117765,1,0,0,0,0,0
tt0117786,0,0,0,0,0,1
tt0117791,1,0,0,0,0,0
tt0117802,1,0,0,0,0,0
tt0117913,1,0,0,0,0,0
tt0117951,1,0,0,0,0,0
tt0117998,1,0,0,0,0,0
tt0118158,1,0,0,0,0,0
tt0118531,1,0,0,0,0,0
tt0118548,1,0,0,0,0,0
tt0118564,1,0,0,0,0,0
tt0118570,1,0,0,0,0,0
tt0118571,1,0,1,0,0,0
tt0118577,1,0,0,0,0,0
tt0118583,1,0,0,0,0,0
tt0118589,1,0,0,0,0,0
tt0118604,1,0,1,0,0,0
tt0118607,1,0,0,0,0,0
tt0118615,1,1,0,0,0,0
tt0118617,1,0,0,0,0,0
tt0118623,1,0,0,0,0,0
tt0118655,1,0,1,0,0,0
tt0118661,1,0,0,0,0,0
tt0118665,1,0,0,0,0,0
tt0118688,1,0,0,0,0,0
tt0118689,1,0,0,0,0,0
tt0118715,1,0,0,0,0,0
tt0118736,1,0,0,0,0,0
tt0118747,1,0,0,0,0,0
tt0118749,1,0,0,0,0,0
tt0118771,1,0,0,0,0,0
tt0118789,1,0,0,0,0,0
tt0118798,1,0,0,0,0,0
tt0118799,0,0,1,0,0,0
tt0118826,1,0,0,0,0,0
tt0118829,1,0,0,0,0,0
tt0118842,1,0,0,0,0,0
tt0118849,0,0,0,0,0,1
tt0118880,1,0,0,0,0,0
tt0118883,1,0,0,0,0,0
tt0118884,1,0,0,0,0,0
tt0118887,1,0,0,0,0,0
tt0118928,1,0,0,0,0,0
tt0118929,1,0,0,0,0,0
tt0118956,1,0,0,0,0,0
tt0118971,1,0,1,0,0,0
tt0118972,1,0,0,0,0,0
tt0118998,1,0,0,0,0,0
tt0119008,1,0,0,0,0,0
tt0119038,0,0,1,0,0,0
tt0119079,1,0,0,0,0,0
tt0119081,1,0,0,0,0,0
tt0119116,0,0,1,0,0,0
tt0119123,1,0,0,0,0,0
tt0119137,1,0,0,0,0,0
tt0119142,1,0,0,0,0,0
tt0119164,1,0,0,0,0,0
tt0119173,1,0,0,0,0,0
tt0119174,1,0,0,0,0,0
tt0119177,1,0,0,0,0,0
tt0119210,1,0,0,0,0,0
tt0119217,1,0,0,0,0,0
tt0119223,1,0,0,0,0,0
tt0119256,1,0,0,0,0,0
tt0119282,1,0,0,0,0,0
tt0119303,1,0,0,0,0,0
tt0119304,1,0,0,0,0,0
tt0119314,1,0,0,0,0,0
tt0119324,1,0,0,0,0,0
tt0119345,1,0,0,0,0,0
tt0119395,1,0,1,1,0,0
tt0119396,1,0,0,0,0,0
tt0119468,1,0,0,0,0,0
tt0119488,1,0,0,0,0,0
tt0119517,1,0,0,0,0,0
tt0119528,1,0,0,0,0,0
tt0119558,1,0,1,0,0,0
tt0119567,1,0,0,0,0,0
tt0119578,1,0,0,0,0,0
tt0119579,1,0,0,0,0,0
tt0119643,1,0,0,0,0,0
tt0119654,1,0,0,0,0,0
tt0119664,1,0,0,0,0,0
tt0119668,1,0,0,0,0,0
tt0119675,1,0,0,0,0,0
tt0119698,0,0,0,1,0,0
tt0119707,1,0,0,0,0,0
tt0119715,1,0,0,0,0,0
tt0119738,1,0,0,0,0,0
tt0119746,1,0,0,0,0,0
tt0119822,1,0,0,0,0,0
tt0119832,1,0,0,0,0,0
tt0119870,1,0,0,0,0,0
tt0119906,1,0,0,0,0,0
tt0119925,1,0,0,0,0,0
tt0119934,1,0,0,0,0,0
tt0119937,1,0,0,0,0,0
tt0119951,1,0,0,0,0,0
tt0119978,1,0,1,0,0,0
tt0120004,1,0,1,1,0,0
tt0120008,1,0,0,0,0,0
tt0120082,1,0,0,0,0,0
tt0120094,1,0,0,0,0,0
tt0120102,1,0,0,0,0,0
tt0120107,1,0,0,0,0,0
tt0120122,1,0,0,0,0,0
tt0120148,1,0,0,0,0,0
tt0120157,1,0,0,0,0,0
tt0120177,1,0,0,0,0,0
tt0120179,1,0,0,0,0,0
tt0120184,1,0,0,0,0,0
tt0120188,1,0,0,0,0,0
tt0120201,1,0,0,0,0,0
tt0120207,1,0,0,0,0,0
tt0120255,1,0,0,0,0,0
tt0120338,1,0,0,0,0,0
tt0120347,1,0,0,0,0,0
tt0120363,1,0,0,0,0,0
tt0120382,1,0,0,0,0,0
tt0120389,1,0,0,1,0,0
tt0120390,1,0,0,0,0,0
tt0120399,1,0,1,0,0,0
tt0120434,1,0,0,0,0,0
tt0120458,1,0,1,1,0,0
tt0120467,1,0,0,0,0,0
tt0120483,1,0,1,0,0,0
tt0120484,1,0,0,0,0,0
tt0120524,1,0,0,0,0,0
tt0120531,1,0,0,0,0,0
tt0120577,1,0,0,0,0,0
tt0120586,1,0,0,0,0,0
tt0120587,1,0,0,0,0,0
tt0120591,1,0,0,0,0,0
tt0120595,1,0,0,0,0,0
tt0120596,1,0,0,0,0,0
tt0120601,1,0,0,0,0,0
tt0120604,1,0,0,0,0,0
tt0120611,1,0,0,0,0,0
tt0120616,1,0,0,0,0,0
tt0120620,1,0,0,0,0,0
tt0120623,1,0,0,0,0,0
tt0120630,1,0,1,0,0,0
tt0120631,1,0,0,0,0,0
tt0120632,1,0,1,0,0,0
tt0120633,1,0,0,0,0,0
tt0120645,1,0,0,0,0,0
tt0120646,1,0,0,0,0,0
tt0120647,1,0,0,0,0,0
tt0120655,1,0,0,0,0,0
tt0120657,1,0,0,0,0,0
tt0120660,1,0,0,0,0,0
tt0120663,1,0,0,0,0,0
tt0120667,1,0,1,0,0,0
tt0120669,1,0,0,0,0,0
tt0120679,1,0,0,0,0,0
tt0120681,1,0,0,0,0,0
tt0120684,1,0,0,0,0,0
tt0120685,1,0,0,1,0,0
tt0120689,1,0,0,0,0,0
tt0120693,1,0,0,0,0,0
tt0120694,1,0,0,0,0,0
tt0120696,1,0,1,1,0,0
tt0120703,1,0,0,0,0,0
tt0120722,1,0,0,0,0,0
tt0120735,1,0,0,0,0,0
tt0120737,1,0,0,0,0,0
tt0120738,1,0,0,0,0,0
tt0120746,1,0,1,0,0,0
tt0120755,1,0,1,0,0,0
tt0120757,1,0,0,0,0,0
tt0120762,1,0,0,0,0,0
tt0120764,1,0,0,0,0,0
tt0120768,1,0,1,0,0,0
tt0120769,1,0,0,0,0,0
tt0120770,1,0,0,0,0,0
tt0120777,1,0,0,0,0,0
tt0120780,1,0,0,0,0,0
tt0120784,1,0,0,0,0,0
tt0120787,1,0,0,0,0,0
tt0120791,1,0,0,0,0,0
tt0120794,1,0,0,0,0,0
tt0120802,1,0,1,0,0,0
tt0120804,1,0,1,0,0,0
tt0120812,1,0,0,0,0,0
tt0120815,1,0,0,0,0,0
tt0120828,1,0,0,0,0,0
tt0120832,1,0,0,0,0,0
tt0120844,1,0,0,0,0,0
tt0120857,1,0,1,0,0,0
tt0120863,1,0,0,0,0,0
tt0120873,1,0,0,0,0,0
tt0120885,1,0,0,0,0,0
tt0120888,1,0,0,0,0,0
tt0120889,1,0,0,0,0,0
tt0120890,1,0,0,0,0,0
tt0120891,1,0,0,0,0,0
tt0120902,1,0,0,0,0,0
tt0120903,1,0,0,0,0,0
tt0120906,1,0,0,0,0,0
tt0120907,1,0,0,0,0,0
tt0120910,1,0,0,0,0,0
tt0120912,1,0,0,0,0,0
tt0120913,1,0,0,0,0,0
tt0120915,1,0,0,0,0,0
tt0120917,1,0,0,0,0,0
tt0121164,1,0,0,0,0,0
tt0121765,1,0,0,0,0,0
tt0121766,1,0,0,0,0,0
tt0122151,1,0,0,0,0,0
tt0122194,1,0,0,0,0,0
tt0122459,1,0,0,0,0,0
tt0122541,1,0,0,0,0,0
tt0122690,1,0,1,0,0,0
tt0122718,1,0,0,0,0,0
tt0122933,1,0,0,0,0,0
tt0123755,1,0,0,0,0,0
tt0123948,0,0,0,1,0,0
tt0123964,1,0,0,0,0,0
tt0124102,1,0,0,0,0,0
tt0124179,1,0,0,0,0,0
tt0124198,1,0,0,0,0,0
tt0124298,1,0,0,0,0,0
tt0124718,1,0,0,0,0,0
tt0124879,1,0,0,0,0,0
tt0125439,1,0,0,0,0,0
tt0125659,0,1,1,0,0,0
tt0125664,1,0,1,1,0,0
tt0125971,1,0,0,0,0,0
tt0126029,1,0,0,0,0,0
tt0127349,1,0,0,0,0,0
tt0127536,1,0,0,0,0,0
tt0127723,1,0,0,0,0,0
tt0128214,1,0,0,0,0,0
tt0128442,1,0,0,0,0,0
tt0128853,1,0,0,0,0,0
tt0129167,1,0,0,0,0,0
tt0129280,1,0,0,0,0,0
tt0129290,1,0,0,0,0,0
tt0129387,1,0,0,0,0,0
tt0130018,1,0,0,0,0,0
tt0130623,1,0,0,0,0,0
tt0130827,0,0,1,0,0,0
tt0131704,1,0,1,0,0,0
tt0132245,1,0,0,0,0,0
tt0132347,1,0,0,0,0,0
tt0133093,1,0,0,0,0,0
tt0133117,1,0,0,0,0,0
tt0133152,1,0,0,0,0,0
tt0133240,1,0,0,0,0,0
tt0133751,1,0,0,0,0,0
tt0133952,1,0,0,0,0,0
tt0134084,1,0,0,0,0,0
tt0134119,1,0,0,0,0,0
tt0134154,1,0,0,0,0,0
tt0134273,1,0,1,0,0,0
tt0134618,1,0,0,0,0,0
tt0134619,1,0,0,0,0,0
tt0134847,1,0,0,0,0,0
tt0134983,1,0,0,0,0,0
tt0137338,1,0,0,0,0,0
tt0137494,1,0,1,0,0,0
tt0137523,1,0,1,0,0,0
tt0138097,1,0,0,0,0,0
tt0138304,1,0,0,0,0,0
tt0138414,1,0,0,0,0,0
tt0138510,1,0,0,0,0,0
tt0138524,1,0,0,0,0,0
tt0138704,1,0,0,0,0,0
tt0138749,1,0,0,0,0,0
tt0139134,1,0,0,0,0,0
tt0139239,1,0,0,0,0,0
tt0139414,1,0,0,0,0,0
tt0139462,1,0,0,0,0,0
tt0139654,1,0,0,0,0,0
tt0139809,1,0,1,0,0,0
tt0140352,1,0,0,0,0,0
tt0141098,1,0,0,0,0,0
tt0141399,1,0,1,1,0,0
