imdbID,Countrys_English,Countrys_Spanish,Countrys_European,Countrys_Asian,Countrys_Arabic,Countrys_Other
tt0141907,1,0,0,0,0,0
tt0141926,1,0,1,0,0,0
tt0142342,1,0,0,0,0,0
tt0142688,1,1,1,0,0,0
tt0143145,1,0,0,0,0,0
tt0144084,1,0,0,0,0,0
tt0144117,1,0,0,0,0,0
tt0144120,1,0,0,0,0,0
tt0144168,1,0,1,0,0,0
tt0144214,1,0,1,0,0,0
tt0144528,1,0,0,0,0,0
tt0144637,1,0,0,0,0,0
tt0144814,1,0,0,0,0,0
tt0144964,1,0,0,0,0,0
tt0145394,1,0,0,0,0,0
tt0145487,1,0,0,0,0,0
tt0145531,1,0,0,0,0,0
tt0145660,1,0,0,0,0,0
tt0145681,1,0,0,0,0,0
tt0145734,1,0,0,0,0,0
tt0145893,1,0,1,0,0,0
tt0145937,1,0,0,0,0,0
tt0146309,1,0,0,0,0,0
tt0146316,1,0,1,1,0,0
tt0146336,1,0,1,0,0,0
tt0146675,1,0,0,0,0,0
tt0146838,1,0,0,0,0,0
tt0146882,1,0,0,0,0,0
tt0146984,1,0,0,0,0,0
tt0147612,1,0,0,0,0,0
tt0147800,1,0,0,0,0,0
tt0149261,1,0,0,0,0,0
tt0149691,1,0,0,0,0,0
tt0150377,1,0,1,0,0,0
tt0151738,1,0,0,0,0,0
tt0151804,1,0,0,0,0,0
tt0155267,1,0,0,0,0,0
tt0155776,1,0,0,0,0,0
tt0155975,1,0,0,0,0,0
tt0156841,1,0,0,0,0,0
tt0156934,1,0,0,0,0,0
tt0157472,1,0,0,0,0,0
tt0157503,1,0,1,0,0,0
tt0158622,1,0,0,0,0,0
tt0158811,1,0,0,0,0,0
tt0159097,1,0,0,0,0,0
tt0159273,1,0,0,0,0,0
tt0159365,1,0,1,0,0,0
tt0160009,1,0,0,0,0,0
tt0160127,1,0,1,0,0,0
tt0160184,1,0,1,0,0,0
tt0160338,1,0,0,0,0,0
tt0160401,1,0,0,0,0,0
tt0160429,1,0,0,0,0,0
tt0160797,1,0,1,0,0,0
tt0160862,1,0,0,0,0,0
tt0161023,1,0,0,0,0,0
tt0161081,1,0,0,0,0,0
tt0161100,1,0,0,0,0,0
tt0161942,1,0,0,0,0,0
tt0162222,1,0,0,0,0,0
tt0162360,1,0,0,0,0,0
tt0162650,1,0,1,0,0,0
tt0162661,1,0,1,0,0,0
tt0162983,1,0,1,0,0,0
tt0163025,1,0,0,0,0,0
tt0163187,1,0,0,0,0,0
tt0163579,1,0,0,0,0,0
tt0163651,1,0,0,0,0,0
tt0163676,1,0,0,0,0,0
tt0163978,1,0,0,0,0,0
tt0163984,1,0,0,0,0,0
tt0164052,1,0,1,0,0,0
tt0164085,1,0,0,0,0,0
tt0164114,1,0,0,0,0,0
tt0164181,1,0,0,0,0,0
tt0164184,1,0,1,0,0,0
tt0164212,1,0,1,0,0,0
tt0164334,1,0,1,0,0,0
tt0164538,0,0,0,0,0,1
tt0164912,1,0,1,0,0,0
tt0165494,1,0,0,0,0,0
tt0165546,0,0,1,0,0,0
tt0165643,1,0,0,0,0,0
tt0165710,1,0,0,0,0,0
tt0165854,1,0,0,0,0,0
tt0165929,1,0,0,0,0,0
tt0165982,1,0,0,0,0,0
tt0166110,1,0,0,0,0,0
tt0166175,1,0,0,0,0,0
tt0166276,1,0,0,0,0,0
tt0166813,1,0,0,0,0,0
tt0166924,1,0,1,0,0,0
tt0166943,1,0,0,0,0,0
tt0167190,1,0,0,0,0,0
tt0167260,1,0,0,0,0,0
tt0167261,1,0,0,0,0,0
tt0167404,1,0,0,0,0,0
tt0167456,1,0,1,0,0,0
tt0168501,1,0,0,0,0,0
tt0168629,1,1,1,0,0,0
tt0168786,1,0,0,0,0,0
tt0169102,0,0,0,0,0,1
tt0169302,0,0,0,0,0,1
tt0169547,1,0,0,0,0,0
tt0170016,1,0,1,0,0,0
tt0171356,1,0,0,0,0,0
tt0171359,1,0,0,0,0,0
tt0171363,1,0,0,0,0,0
tt0171433,1,0,0,0,0,0
tt0171804,1,0,0,0,0,0
tt0172156,1,0,0,0,0,0
tt0172396,1,0,0,0,0,0
tt0172495,1,0,0,0,0,0
tt0173840,1,0,0,1,0,0
tt0174204,1,0,1,0,0,0
tt0174856,1,0,0,0,0,0
tt0175142,1,0,0,0,0,0
tt0175880,1,0,0,0,0,0
tt0176269,1,0,0,0,0,0
tt0176783,1,0,0,0,0,0
tt0177789,1,0,0,0,0,0
tt0177971,1,0,0,0,0,0
tt0178868,0,0,0,1,0,0
tt0179098,1,0,0,0,0,0
tt0179626,1,0,1,0,0,0
tt0180052,1,0,0,0,0,0
tt0180073,1,0,1,0,0,0
tt0180093,1,0,0,0,0,0
tt0181316,1,0,1,0,0,0
tt0181536,1,0,0,0,0,0
tt0181689,1,0,0,0,0,0
tt0181739,1,0,0,0,0,0
tt0181852,1,0,1,0,0,0
tt0181865,1,0,1,0,0,0
tt0181875,1,0,0,0,0,0
tt0181984,1,0,0,0,0,0
tt0182295,1,0,1,0,0,0
tt0182789,1,0,1,0,0,0
tt0183505,1,0,0,0,0,0
tt0183523,1,0,0,0,0,0
tt0183649,1,0,0,0,0,0
tt0183790,1,0,0,0,0,0
tt0184858,1,0,0,0,0,0
tt0184894,1,0,0,0,0,0
tt0185125,0,1,1,0,0,0
tt0185183,1,0,0,0,0,0
tt0185371,1,0,0,0,0,0
tt0185937,1,0,0,0,0,0
tt0186045,1,0,0,0,0,0
tt0186151,1,0,0,0,0,0
tt0186566,1,0,0,0,0,0
tt0186589,1,0,0,0,0,0
tt0186894,1,0,0,0,0,0
tt0187078,1,0,0,0,0,0
tt0187393,1,0,1,0,0,0
tt0187738,1,0,1,0,0,0
tt0188030,0,1,0,0,0,0
tt0188640,0,0,0,1,0,0
tt0188674,1,0,0,0,0,0
tt0189584,1,0,0,0,0,0
tt0189998,1,0,0,0,0,0
tt0190138,1,0,0,0,0,0
tt0190332,1,0,0,1,0,0
tt0190374,1,0,0,0,0,0
tt0190590,1,0,1,0,0,0
tt0190641,0,0,0,1,0,0
tt0190865,1,0,1,0,0,0
tt0191133,1,0,0,0,0,0
tt0192111,1,0,0,0,0,0
tt0192255,1,0,1,0,0,0
tt0192614,1,0,0,0,0,0
tt0192731,1,0,1,0,0,0
tt0194218,1,0,0,0,0,0
tt0195685,1,0,0,0,0,0
tt0195714,1,0,0,0,0,0
tt0195945,1,0,0,0,0,0
tt0196229,1,0,1,0,0,0
tt0196857,1,0,0,0,0,0
tt0198781,1,0,0,0,0,0
tt0199290,1,0,0,0,0,0
tt0199725,1,0,0,0,0,0
tt0199753,1,0,0,0,0,0
tt0200465,1,0,0,0,0,0
tt0200550,1,0,0,0,0,0
tt0200720,1,0,1,0,0,0
tt0202402,1,0,0,0,0,0
tt0202470,1,0,0,0,0,0
tt0203009,1,0,0,0,0,0
tt0203019,1,0,0,0,0,0
tt0204175,1,0,0,0,0,0
tt0204313,1,0,0,0,0,0
tt0204946,1,0,0,0,0,0
tt0205000,1,0,0,0,0,0
tt0206200,0,0,1,0,0,0
tt0206275,1,0,0,0,0,0
tt0206314,1,0,0,0,0,0
tt0206634,1,0,0,0,0,0
tt0206750,1,0,0,0,0,0
tt0207201,1,0,0,0,0,0
tt0208003,1,0,1,0,0,0
tt0208092,1,0,0,0,0,0
tt0208988,1,0,0,0,0,0
tt0209077,1,0,1,0,0,0
tt0209144,1,0,0,0,0,0
tt0209163,1,0,0,0,0,0
tt0209475,1,0,1,0,0,0
tt0209958,1,0,1,0,0,0
tt0210234,1,0,0,1,0,0
tt0210616,1,0,0,0,0,0
tt0210945,1,0,0,0,0,0
tt0211181,1,0,0,0,0,0
tt0211443,1,0,0,0,0,0
tt0211465,1,0,0,0,0,0
tt0211915,0,0,1,0,0,0
tt0211933,1,0,0,0,0,0
tt0212338,1,0,0,0,0,0
tt0212346,1,0,0,0,0,0
tt0212712,0,0,1,1,0,0
tt0212720,1,0,0,0,0,0
tt0212985,1,0,0,0,0,0
tt0213149,1,0,0,0,0,0
tt0213790,1,0,0,0,0,0
tt0215129,1,0,0,0,0,0
tt0215750,1,0,1,0,0,0
tt0216216,1,0,0,0,0,0
tt0217107,1,0,0,0,0,0
tt0217505,1,0,1,0,0,0
tt0217756,1,0,0,0,0,0
tt0217869,1,0,0,0,0,0
tt0218553,0,0,0,1,0,0
tt0218817,1,0,0,0,0,0
tt0218967,1,0,0,0,0,0
tt0219653,1,0,0,0,0,0
tt0219699,1,0,0,0,0,0
tt0219822,1,0,1,0,0,0
tt0219854,1,0,0,0,0,0
tt0219965,1,0,0,0,0,0
tt0220099,1,0,0,1,0,0
tt0220506,1,0,0,0,0,0
tt0221027,1,0,0,0,0,0
tt0221218,1,0,0,0,0,0
tt0222850,1,0,0,0,0,0
tt0222851,1,0,0,1,0,0
tt0223897,1,0,0,0,0,0
tt0225071,1,0,0,0,0,0
tt0227005,1,0,0,0,0,0
tt0227445,1,0,1,0,0,0
tt0227538,1,0,0,0,0,0
tt0228333,1,0,0,0,0,0
tt0230011,1,0,0,0,0,0
tt0230030,1,0,1,0,0,0
tt0230600,1,1,1,0,0,0
tt0231402,1,0,0,0,0,0
tt0232500,1,0,1,0,0,0
tt0233142,1,0,0,0,0,0
tt0233469,1,0,0,0,0,0
tt0234215,1,0,0,0,0,0
tt0234354,1,0,0,0,0,0
tt0234829,1,0,0,0,0,0
tt0235679,0,0,0,1,0,0
tt0235737,1,0,0,0,0,0
tt0236493,1,0,0,0,0,0
tt0236784,1,0,0,0,0,0
tt0237534,0,0,1,0,0,0
tt0237572,1,0,0,0,0,0
tt0238112,1,0,1,0,0,0
tt0238380,1,0,0,0,0,0
tt0238546,1,0,0,0,0,0
tt0239395,1,0,0,0,0,0
tt0239948,1,0,0,0,0,0
tt0239986,1,0,0,0,0,0
tt0240462,1,0,0,0,0,0
tt0240772,1,0,0,0,0,0
tt0240890,1,0,0,0,0,0
tt0241025,1,0,0,0,0,0
tt0241303,1,0,0,0,0,0
tt0241527,1,0,0,0,0,0
tt0242150,1,0,0,0,0,0
tt0242256,0,0,0,0,0,1
tt0242423,1,0,0,0,0,0
tt0242445,1,0,0,0,0,0
tt0242572,0,0,0,0,0,1
tt0242587,1,0,0,0,0,0
tt0242653,1,0,0,0,0,0
tt0243155,1,0,1,0,0,0
tt0243585,1,0,0,0,0,0
tt0243655,1,0,0,0,0,0
tt0244000,1,0,0,0,0,0
tt0244244,1,0,0,0,0,0
tt0244504,0,1,0,0,0,0
tt0245429,0,0,0,1,0,0
tt0245562,1,0,0,0,0,0
tt0245686,1,0,0,0,0,0
tt0245712,0,0,0,0,0,1
tt0246460,1,0,0,0,0,0
tt0246464,1,0,0,0,0,0
tt0246544,1,0,1,0,0,0
tt0246578,1,0,0,0,0,0
tt0247199,1,0,0,0,0,0
tt0247303,1,0,1,0,0,0
tt0247638,1,0,0,0,0,0
tt0247745,1,0,0,0,0,0
tt0248012,0,0,0,0,0,1
tt0248216,0,0,0,0,0,1
tt0248547,0,0,0,0,0,1
tt0248667,1,0,0,0,0,0
tt0249462,1,0,1,0,0,0
tt0249478,1,0,0,0,0,0
tt0249516,1,0,0,0,0,0
tt0250224,1,0,0,0,0,0
tt0250310,1,0,0,0,0,0
tt0250371,1,0,0,0,0,0
tt0250494,1,0,0,0,0,0
tt0250687,1,0,0,0,0,0
tt0250797,1,0,1,0,0,0
tt0251075,1,0,0,0,0,0
tt0251114,1,0,0,0,0,0
tt0251127,1,0,1,0,0,0
tt0251160,1,0,0,0,0,0
tt0251736,1,0,0,0,0,0
tt0252028,1,0,0,0,0,0
tt0252076,1,0,0,0,0,0
tt0252223,1,0,1,0,0,0
tt0252501,1,0,0,0,0,0
tt0252866,1,0,0,0,0,0
tt0253474,1,0,1,0,0,0
tt0253556,1,0,0,0,0,0
tt0253754,1,0,0,0,0,0
tt0253798,1,0,0,0,0,0
tt0253867,1,0,0,0,0,0
tt0254686,0,0,1,0,0,0
tt0255589,0,0,0,1,0,0
tt0255798,1,0,0,0,0,0
tt0255819,1,0,0,0,0,0
tt0256009,0,1,1,0,0,0
tt0256276,1,0,0,0,0,0
tt0256380,1,0,1,0,0,0
tt0256415,1,0,0,0,0,0
tt0257044,1,0,0,0,0,0
tt0257076,1,0,0,0,0,0
tt0257106,1,0,0,0,0,0
tt0257360,1,0,0,0,0,0
tt0257516,1,0,1,0,0,0
tt0258000,1,0,0,0,0,0
tt0258068,1,0,1,0,0,0
tt0258273,1,0,0,0,0,0
tt0258463,1,0,1,0,0,0
tt0259288,1,0,1,0,0,0
tt0259324,1,0,0,0,0,0
tt0259446,1,0,0,0,0,0
tt0259711,1,1,0,0,0,0
tt0260866,1,0,0,0,0,0
tt0261289,1,0,1,0,0,0
tt0261392,1,0,0,0,0,0
tt0261755,1,0,0,0,0,0
tt0261983,1,0,0,0,0,0
tt0262396,1,0,0,0,0,0
tt0263488,1,0,1,0,0,0
tt0263734,1,0,0,0,0,0
tt0263757,1,0,0,0,0,0
tt0264395,1,0,1,0,0,0
tt0264464,1,0,0,0,0,0
tt0264472,1,0,0,0,0,0
tt0264616,1,0,1,0,0,0
tt0264761,1,0,0,0,0,0
tt0264935,1,0,0,0,0,0
tt0265086,1,0,0,0,0,0
tt0265208,1,0,0,0,0,0
tt0265298,1,0,1,0,0,0
tt0265349,1,0,0,0,0,0
tt0265459,1,0,0,0,0,0
tt0265632,1,0,0,0,0,0
tt0265662,1,0,0,0,0,0
tt0265666,1,0,0,0,0,0
tt0266391,1,0,1,0,0,0
tt0266465,1,0,1,0,0,0
tt0266489,1,0,1,0,0,0
tt0266543,1,0,0,0,0,0
tt0266697,1,0,0,0,0,0
tt0266747,1,0,0,0,0,0
tt0266915,1,0,0,0,0,0
tt0266987,1,0,1,1,0,0
tt0267248,1,0,1,0,0,0
tt0267287,0,0,0,1,0,0
tt0267626,1,0,1,0,0,0
tt0267913,1,0,0,0,0,0
tt0268126,1,0,0,0,0,0
tt0268200,1,0,0,0,0,0
tt0268380,1,0,0,0,0,0
tt0268397,1,0,0,0,0,0
tt0268695,1,0,0,0,0,0
tt0268711,0,1,0,0,0,0
tt0268978,1,0,0,0,0,0
tt0268995,1,0,0,0,0,0
tt0269095,1,0,0,0,0,0
tt0269347,1,0,0,0,0,0
tt0270288,1,0,1,0,0,0
tt0270891,0,0,1,0,0,0
tt0271027,0,0,1,0,0,0
tt0271219,1,0,0,0,0,0
tt0271946,0,0,0,0,0,1
tt0272020,1,0,0,0,0,0
tt0272152,1,0,1,0,0,0
tt0272338,1,0,0,0,0,0
tt0273799,1,0,0,0,0,0
tt0274166,1,0,1,0,0,0
tt0274558,1,0,0,0,0,0
tt0275022,1,0,0,0,0,0
tt0275491,0,1,0,0,0,0
tt0275719,1,0,0,0,0,0
tt0275847,1,0,0,0,0,0
tt0276751,1,0,1,0,0,0
tt0276919,1,0,1,0,0,0
tt0277027,1,0,0,0,0,0
tt0277296,1,0,1,0,0,0
tt0277371,1,0,0,0,0,0
tt0277434,1,0,1,0,0,0
tt0277895,1,0,0,0,0,0
tt0278295,1,0,1,0,0,0
tt0278435,1,0,0,0,0,0
tt0278488,1,0,0,0,0,0
tt0278504,1,0,0,0,0,0
tt0279111,1,0,0,0,0,0
tt0279331,1,0,1,0,0,0
tt0279493,1,0,0,0,0,0
tt0280030,1,0,0,0,0,0
tt0280380,1,0,1,0,0,0
tt0280486,1,0,0,0,0,0
tt0280590,1,0,0,0,0,0
tt0280665,0,0,1,0,0,0
tt0280707,1,0,1,0,0,0
tt0280760,1,0,0,0,0,0
tt0281322,1,0,1,0,0,0
tt0281358,1,0,0,0,0,0
tt0281680,1,0,0,0,0,0
tt0282687,1,0,0,0,0,0
tt0283111,1,0,1,0,0,0
tt0283160,1,0,1,0,0,0
tt0283426,1,0,0,0,0,0
tt0283503,1,0,0,0,0,0
tt0283900,0,1,1,0,0,0
tt0284490,1,0,0,0,0,0
tt0285441,1,0,0,0,0,0
tt0285462,1,0,1,0,0,0
tt0285531,1,0,0,0,0,0
tt0285742,1,0,0,0,0,0
tt0285823,1,0,0,0,0,0
tt0286106,1,0,0,0,0,0
tt0286244,1,0,1,0,0,0
tt0286499,1,0,1,0,0,0
tt0286716,1,0,0,0,0,0
tt0287467,0,1,0,0,0,0
tt0287717,1,0,0,0,0,0
tt0287978,1,0,0,0,0,0
tt0288477,1,0,0,0,0,0
tt0289043,1,0,0,0,0,0
tt0289408,1,0,0,0,0,0
tt0289635,1,0,1,0,0,0
tt0289765,1,0,1,0,0,0
tt0289879,1,0,0,0,0,0
tt0289992,1,0,1,0,0,0
tt0290002,1,0,0,0,0,0
tt0290145,1,0,0,0,0,0
tt0290212,1,0,0,0,0,0
tt0290332,1,0,0,0,0,0
tt0290334,1,0,0,0,0,0
tt0291502,1,0,1,0,0,0
tt0292490,0,0,0,0,0,1
tt0292963,1,0,0,0,0,0
tt0293416,0,0,0,1,0,0
tt0293508,1,0,0,0,0,0
tt0293564,1,0,1,0,0,0
tt0293662,1,0,1,0,0,0
tt0293815,1,0,0,0,0,0
tt0294870,1,0,0,0,0,0
tt0295178,1,0,0,0,0,0
tt0295289,1,0,0,0,0,0
tt0295297,1,0,1,0,0,0
tt0295700,1,0,1,0,0,0
tt0295701,1,0,0,0,0,0
tt0295721,0,0,1,0,0,0
tt0296572,1,0,0,0,0,0
tt0297037,1,0,0,0,0,0
tt0297181,1,0,0,0,0,0
tt0297284,1,0,1,0,0,0
tt0297884,1,0,1,0,0,0
tt0298130,1,0,0,1,0,0
tt0298148,1,0,0,0,0,0
tt0298203,1,0,1,0,0,0
tt0298228,0,0,1,0,0,0
tt0298744,1,0,0,0,0,0
tt0298814,1,0,1,0,0,0
tt0299172,1,0,0,0,0,0
tt0299658,1,0,1,0,0,0
tt0299930,1,0,0,0,0,0
tt0299977,0,0,0,1,0,0
tt0300051,1,0,0,0,0,0
tt0300471,1,0,0,0,0,0
tt0300532,1,0,1,0,0,0
tt0300556,1,0,0,0,0,0
tt0301357,0,0,1,0,0,0
tt0301470,1,0,0,0,0,0
tt0301727,0,1,1,0,0,0
tt0302886,1,0,0,0,0,0
tt0303243,0,0,0,1,0,0
tt0303353,1,0,0,0,0,0
tt0303361,1,0,0,0,0,0
tt0303714,1,0,0,0,0,0
tt0303816,1,0,0,0,0,0
tt0303933,1,0,0,0,0,0
tt0304141,1,0,0,0,0,0
tt0304328,1,0,1,0,0,0
tt0304417,0,0,1,0,0,0
tt0304669,1,0,0,0,0,0
tt0304711,1,0,1,0,0,0
tt0305224,1,0,0,0,0,0
tt0305357,1,0,0,0,0,0
tt0305669,1,0,0,0,0,0
tt0305711,1,0,1,0,0,0
tt0306047,1,0,0,0,0,0
tt0306685,1,0,0,0,0,0
tt0306841,1,0,0,0,0,0
tt0307453,1,0,0,0,0,0
tt0307479,1,0,0,0,0,0
tt0307596,1,1,1,0,0,0
tt0307901,1,0,0,0,0,0
tt0307987,1,0,1,0,0,0
tt0308208,1,0,1,0,0,0
tt0308644,1,0,0,0,0,0
tt0309377,1,0,0,0,0,0
tt0309593,1,0,0,0,0,0
tt0309698,1,0,0,0,0,0
tt0309987,1,0,1,0,0,0
tt0310281,1,0,0,0,0,0
tt0310775,0,0,0,1,0,0
tt0310793,1,0,1,0,0,0
tt0311113,1,0,0,0,0,0
tt0311429,1,0,1,0,0,0
tt0311592,0,0,1,0,0,0
tt0312004,1,0,0,0,0,0
tt0312329,1,0,1,0,0,0
tt0312549,1,0,0,0,0,0
tt0313443,1,0,0,0,0,0
tt0313542,1,0,0,0,0,0
tt0313737,1,0,0,0,0,0
tt0313911,1,0,0,0,0,0
tt0314331,1,0,1,0,0,0
tt0314353,1,0,0,0,0,0
tt0314524,0,0,1,0,0,0
tt0315297,1,0,1,0,0,0
tt0315327,1,0,0,0,0,0
tt0315733,1,0,0,0,0,0
tt0315983,1,0,0,0,0,0
tt0316188,1,0,1,0,0,0
tt0316356,1,0,0,0,0,0
tt0316396,1,0,0,0,0,0
tt0316465,1,0,0,0,0,0
tt0316654,1,0,0,0,0,0
tt0316732,1,0,1,0,0,0
tt0317132,1,0,0,0,0,0
tt0317198,1,0,1,0,0,0
tt0317219,1,0,0,0,0,0
tt0317248,0,1,1,0,0,0
tt0317303,1,0,0,0,0,0
tt0317648,1,0,0,0,0,0
tt0317676,1,0,1,0,0,0
tt0317705,1,0,0,0,0,0
tt0317740,1,0,1,0,0,0
tt0317919,1,0,1,1,0,0
tt0318081,1,0,1,0,0,0
tt0318155,1,0,1,0,0,0
tt0318283,1,0,0,0,0,0
tt0318627,1,0,1,0,0,0
tt0318649,1,1,1,0,0,0
tt0318974,1,0,0,0,0,0
tt0319061,1,0,0,0,0,0
tt0319262,1,0,0,0,0,0
tt0319343,1,0,1,0,0,0
tt0319736,0,0,0,0,0,1
tt0319769,0,1,1,0,0,0
tt0320244,1,0,1,0,0,0
tt0320661,1,1,1,0,0,0
tt0320691,1,0,1,0,0,0
tt0322259,1,0,1,0,0,0
tt0322330,1,0,0,0,0,0
tt0322589,1,0,0,0,0,0
tt0322802,1,0,0,0,0,0
tt0323298,1,0,0,0,0,0
tt0324127,1,0,1,0,0,0
tt0324133,1,0,1,0,0,0
tt0324216,1,0,0,0,0,0
tt0324554,1,0,0,0,0,0
tt0325005,0,0,1,0,0,0
tt0325055,1,0,0,0,0,0
tt0325703,1,0,1,1,0,0
tt0325710,1,0,0,1,0,0
tt0325980,1,0,0,0,0,0
tt0326450,0,0,1,0,0,0
tt0326769,1,0,0,0,0,0
tt0326905,1,0,0,0,0,0
tt0327036,1,0,0,0,0,0
tt0327056,1,0,0,0,0,0
tt0327084,1,0,0,0,0,0
tt0327162,1,0,0,0,0,0
tt0327247,1,0,0,0,0,0
tt0327437,1,0,1,0,0,0
tt0327554,1,0,0,0,0,0
tt0327597,1,0,0,0,0,0
tt0327679,1,0,0,0,0,0
tt0327850,1,0,0,0,0,0
tt0328107,1,0,0,0,0,0
tt0328538,1,0,0,0,0,0
tt0328828,1,0,1,0,0,0
tt0329028,1,0,0,0,0,0
tt0329101,1,0,1,0,0,0
tt0329575,1,0,0,0,0,0
tt0329691,1,0,0,0,0,0
tt0329717,1,0,0,0,0,0
tt0329774,1,0,0,0,0,0
tt0330373,1,0,0,0,0,0
tt0330602,1,0,0,0,0,0
tt0330691,0,0,1,0,0,0
tt0330793,1,0,1,0,0,0
tt0331282,0,0,0,0,0,1
tt0331953,1,0,0,0,0,0
tt0332047,1,0,1,0,0,0
tt0332280,1,0,0,0,0,0
tt0332379,1,0,1,0,0,0
tt0332452,1,0,0,0,0,0
tt0332605,0,0,1,0,0,0
tt0332658,1,0,0,0,0,0
tt0333766,1,0,0,0,0,0
tt0333780,1,0,0,0,0,0
tt0335013,1,0,1,0,0,0
tt0335121,1,0,0,0,0,0
tt0335266,1,0,0,1,0,0
tt0335345,1,0,0,0,0,0
tt0335438,1,0,0,0,0,0
tt0335559,1,0,0,0,0,0
tt0335563,1,0,0,0,0,0
tt0337563,1,0,0,0,0,0
tt0337579,1,0,0,0,0,0
tt0337692,1,1,1,0,0,0
tt0337741,1,0,0,0,0,0
tt0337851,1,0,0,0,0,0
tt0337909,1,0,0,0,0,0
tt0337917,1,0,1,0,0,0
tt0337921,1,0,1,0,0,0
tt0337978,1,0,0,0,0,0
tt0338013,1,0,0,0,0,0
tt0338094,1,0,0,0,0,0
tt0338096,1,0,0,0,0,0
tt0338135,1,0,1,0,0,0
tt0338325,1,0,0,0,0,0
tt0338337,1,0,0,0,0,0
tt0338348,1,0,0,0,0,0
tt0338427,1,0,0,0,0,0
tt0338459,1,0,0,0,0,0
tt0338466,1,0,0,0,0,0
tt0338512,1,0,1,0,0,0
tt0338526,1,0,0,0,0,0
tt0338751,1,0,1,0,0,0
tt0339034,1,0,0,0,0,0
tt0339291,1,0,1,0,0,0
tt0339412,1,0,0,0,0,0
tt0340110,1,0,0,0,0,0
tt0340163,1,0,1,0,0,0
tt0340377,1,0,0,0,0,0
tt0340855,1,0,1,0,0,0
tt0342258,1,0,1,0,0,0
tt0342316,1,0,0,0,0,0
tt0342735,1,0,1,0,0,0
tt0343135,1,0,0,0,0,0
tt0343660,1,0,0,0,0,0
tt0343737,1,0,0,0,0,0
tt0343818,1,0,1,0,0,0
tt0343996,1,0,0,0,0,0
tt0344854,0,0,1,0,0,0
tt0345074,1,0,0,0,0,0
tt0345950,1,0,0,0,0,0
tt0346156,1,0,1,0,0,0
tt0346457,0,0,0,0,0,1
tt0346491,1,0,1,0,0,0
tt0347149,0,0,0,1,0,0
tt0348150,1,0,0,0,0,0
tt0348333,1,0,0,0,0,0
tt0348836,1,0,0,0,0,0
tt0348843,0,0,0,0,0,1
tt0349159,1,0,0,0,0,0
tt0349205,1,0,0,0,0,0
tt0349260,1,0,0,0,0,0
tt0349467,1,0,0,0,0,0
tt0349683,1,0,0,0,0,0
tt0349710,1,0,0,0,0,0
tt0349903,1,0,0,0,0,0
tt0350028,1,0,0,0,0,0
tt0350258,1,0,0,0,0,0
tt0350261,1,0,1,0,0,0
tt0351283,1,0,0,0,0,0
tt0351817,0,0,0,1,0,0
tt0351977,1,0,0,0,0,0
tt0352248,1,0,0,0,0,0
tt0354766,1,0,0,0,0,0
tt0354899,0,0,1,0,0,0
tt0355295,1,0,0,0,0,0
tt0355702,1,0,1,0,0,0
tt0356150,1,0,0,0,0,0
tt0356470,1,0,0,0,0,0
tt0356614,1,0,0,0,0,0
tt0356618,1,0,0,0,0,0
tt0356634,1,0,0,0,0,0
tt0356910,1,0,0,0,0,0
tt0357110,1,0,0,0,0,0
tt0357111,0,0,1,0,0,0
tt0357277,1,0,0,0,0,0
tt0357413,1,0,0,0,0,0
tt0357507,1,0,1,0,0,0
tt0358082,1,0,0,0,0,0
tt0358135,1,0,0,0,0,0
tt0358273,1,0,1,0,0,0
tt0358349,1,0,0,0,0,0
tt0359013,1,0,0,0,0,0
tt0359423,1,0,0,0,0,0
tt0359517,1,0,0,0,0,0
tt0359950,1,0,0,0,0,0
tt0360009,1,0,1,0,0,0
tt0360016,1,0,0,0,0,0
tt0360201,1,0,1,0,0,0
tt0360323,1,0,0,0,0,0
tt0360486,1,0,1,0,0,0
tt0360717,1,0,1,0,0,0
tt0361089,1,0,0,0,0,0
tt0361309,1,0,0,0,0,0
tt0361467,1,0,1,0,0,0
tt0361596,1,0,0,0,0,0
tt0361696,1,0,0,0,0,0
tt0361748,1,0,1,0,0,0
tt0361841,1,0,0,0,0,0
tt0361862,1,1,0,0,0,0
tt0361925,1,0,1,0,0,0
tt0362120,1,0,0,0,0,0
tt0362227,1,0,0,0,0,0
tt0362270,1,0,0,0,0,0
tt0362478,1,0,0,0,0,0
tt0363163,0,0,1,0,0,0
tt0363547,1,0,1,1,0,0
tt0363589,1,0,0,0,0,0
tt0363771,1,0,0,0,0,0
tt0363988,1,0,0,0,0,0
tt0364569,0,0,0,1,0,0
tt0364725,1,0,1,0,0,0
tt0364751,1,0,0,0,0,0
tt0364970,0,0,1,0,0,0
tt0365125,1,0,0,0,0,0
tt0365485,1,0,1,0,0,0
tt0365675,1,0,1,0,0,0
tt0365737,1,0,0,0,1,0
tt0365748,1,0,1,0,0,0
tt0365830,1,0,1,0,0,0
tt0365907,1,0,0,0,0,0
tt0365929,1,0,1,0,0,0
tt0366174,1,0,0,0,0,0
tt0366548,1,0,0,0,0,0
tt0366551,1,0,1,0,0,0
tt0366627,1,0,1,0,0,0
tt0366780,1,0,0,0,0,0
tt0367027,1,0,0,0,0,0
tt0367085,1,0,0,0,0,0
tt0367479,1,0,0,0,0,0
tt0367594,1,0,0,0,0,0
tt0367631,1,0,0,0,0,0
tt0367652,1,0,0,0,0,0
tt0367882,1,0,0,0,0,0
