tt0099674,6.3
tt0099052,6.4
tt0100507,6.0
tt0099365,6.9
tt0100403,6.3
tt0100168,6.5
tt0100083,6.3
tt0099422,6.4
tt0099142,5.2
tt0100157,6.6
tt0099044,5.9
tt0099740,5.7
tt0099611,5.1
tt0099423,5.7
tt0100140,5.7
tt0100129,5.7
tt0099739,4.8
tt0099697,4.7
tt0099487,7.0
tt0100405,5.8
tt0100502,5.7
tt0099938,5.8
tt0100114,5.7
tt0099685,7.7
tt0099700,5.9
tt0100240,5.6
tt0100258,5.4
tt0100201,5.4
tt0099747,6.1
tt0099871,6.7
tt0099785,6.5
tt0099253,4.8
tt0100419,5.8
tt0099371,6.8
tt0100594,6.7
tt0099653,6.4
tt0099800,5.5
tt0099578,5.6
tt0099817,5.6
tt0099582,6.3
tt0099329,6.2
tt0098987,5.7
tt0099165,6.1
tt0099810,6.3
tt0099348,7.1
tt0100029,5.2
tt0099088,7.1
tt0100260,6.3
tt0102116,7.1
tt0101393,6.9
tt0100666,5.9
tt0101371,6.2
tt0101921,6.6
tt0100740,5.3
tt0100828,6.1
tt0101917,5.1
tt0101615,3.4
tt0101507,6.6
tt0102057,7.4
tt0102034,5.7
tt0102175,6.5
tt0101786,6.4
tt0100935,7.4
tt0101764,5.2
tt0101540,7.7
tt0101889,7.0
tt0100802,6.6
tt0100814,5.5
tt0102411,6.8
tt0102059,6.3
tt0100758,6.5
tt0102603,5.9
tt0101757,6.0
tt0101701,5.9
tt0101902,6.4
tt0100150,7.4
tt0102070,5.7
tt0102526,5.5
tt0101272,6.3
tt0102395,4.6
tt0101373,6.7
tt0102558,4.8
tt0100477,6.9
tt0102510,5.2
tt0102266,6.8
tt0101761,6.8
tt0102138,6.8
tt0102460,5.3
tt0102685,7.0
tt0102749,6.3
tt0102614,5.5
tt0101587,5.5
tt0102631,6.1
tt0102753,6.0
tt0102687,7.1
tt0102782,5.7
tt0101414,7.2
tt0102803,6.4
tt0102798,6.8
tt0102915,4.3
tt0102757,6.1
tt0103644,7.8
tt0103074,7.0
tt0102818,6.1
tt0102975,6.3
tt0103776,7.0
tt0103241,6.4
tt0102849,5.7
tt0102926,6.6
tt0103919,5.7
tt0101410,7.4
tt0103873,7.8
tt0102945,6.0
tt0103962,4.7
tt0103759,5.8
tt0102900,6.6
tt0103064,7.8
tt0103007,4.9
tt0103772,6.6
tt0103859,5.5
tt0104231,6.9
tt0103594,7.0
tt0103855,6.8
tt0103977,6.0
tt0103874,6.3
tt0103956,6.1
tt0104348,6.4
tt0103060,6.2
tt0104006,6.3
tt0104107,5.8
tt0104257,6.6
tt0103247,5.3
tt0101700,7.1
tt0104215,4.3
tt0103976,5.5
tt0103924,5.5
tt0104389,6.9
tt0104109,6.9
tt0104036,6.9
tt0104225,5.6
tt0104431,6.5
tt0104376,5.5
tt0104409,4.9
tt0104691,6.9
tt0104437,5.3
tt0104549,6.2
tt0105104,6.2
tt0104692,4.8
tt0104573,6.0
tt0104815,6.1
tt0105112,6.6
tt0104928,6.7
tt0104779,7.2
tt0104797,6.5
tt0104558,6.1
tt0105323,5.8
tt0105017,6.4
tt0104694,6.6
tt0104868,6.0
tt0104952,6.2
tt0104804,5.9
tt0104714,6.6
tt0104850,5.9
tt0105219,5.7
tt0105128,4.9
tt0105488,7.1
tt0105652,7.4
tt0105665,7.4
tt0105414,6.2
tt0103639,7.4
tt0105236,7.9
tt0105078,6.4
tt0105151,6.5
tt0105378,6.9
tt0106226,7.7
tt0105793,5.9
tt0106246,6.4
tt0105690,6.3
tt0106233,6.1
tt0105508,6.4
tt0106375,4.9
tt0105695,7.2
tt0106489,7.3
tt0106464,6.5
tt0105824,6.8
tt0106453,5.8
tt0106452,5.8
tt0106447,5.9
tt0106505,4.9
tt0106557,4.1
tt0106519,6.1
tt0106664,5.7
tt0106627,5.4
tt0106697,5.5
tt0106856,6.3
tt0106761,5.4
tt0106701,5.3
tt0106677,7.2
tt0107156,7.4
tt0102802,6.1
tt0107282,6.3
tt0107034,6.0
tt0106918,6.1
tt0107004,5.9
tt0107211,6.7
tt0106912,5.5
tt0106950,6.0
tt0107206,6.6
tt0107254,4.9
tt0107076,6.5
tt0107151,6.9
tt0106977,6.3
tt0107207,6.9
tt0106965,6.1
tt0106770,5.8
tt0106582,5.7
tt0105211,5.9
tt0106611,6.1
tt0106941,6.3
tt0107144,6.3
tt0107290,7.4
tt0107048,6.1
tt0107504,4.8
tt0107120,5.6
tt0105399,6.2
tt0107302,6.1
tt0107387,4.9
tt0107362,6.3
tt0107277,5.7
tt0107426,6.7
tt0107688,6.8
tt0107594,5.6
tt0107659,5.8
tt0107614,6.5
tt0107507,6.9
tt0107719,6.1
tt0107808,7.2
tt0107818,6.6
tt0107943,6.6
tt0107953,4.5
tt0107822,6.4
tt0108162,6.6
tt0108041,6.9
tt0108002,6.2
tt0108000,6.8
tt0107840,6.6
tt0108052,7.4
tt0108308,5.5
tt0108160,5.9
tt0107750,5.2
tt0109040,6.1
tt0109254,5.9
tt0106521,4.7
tt0108320,6.4
tt0108174,7.1
tt0107977,6.1
tt0107978,3.9
tt0108550,6.8
tt0108333,6.0
tt0108187,5.7
tt0108399,6.8
tt0109444,6.6
tt0109067,5.1
tt0109446,6.3
tt0109370,7.1
tt0109190,5.9
tt0109402,5.4
tt0109445,6.7
tt0109376,4.4
tt0109506,6.9
tt0109456,5.6
tt0109368,6.6
tt0107554,6.9
tt0109635,6.2
tt0109813,4.8
tt0110027,4.3
tt0109447,5.2
tt0109707,7.0
tt0109830,7.1
tt0110005,7.8
tt0109831,6.7
tt0109836,6.8
tt0110148,6.9
tt0110057,7.1
tt0110329,4.9
tt0110289,6.5
tt0110066,6.1
tt0110265,6.0
tt0110944,6.8
tt0110146,6.4
tt0110322,7.1
tt0108358,7.1
tt0108395,6.1
tt0110598,6.5
tt0110475,5.9
tt0110978,3.1
tt0110413,6.7
tt0110216,5.8
tt0110399,5.4
tt0110725,4.3
tt0110186,6.1
tt0110657,5.4
tt0108255,4.7
tt0110912,7.9
tt0111161,7.4
tt0110622,6.3
tt0110729,6.4
tt0110632,6.8
tt0110955,6.9
tt0110759,5.9
tt0110971,6.6
tt0111143,5.7
tt0111280,5.7
tt0111255,5.6
tt0110950,6.5
tt0111070,5.5
tt0109686,6.1
tt0111187,6.3
tt0111400,5.1
tt0111282,6.0
tt0111257,5.5
tt0111301,4.6
tt0111323,6.0
tt0111333,5.2
tt0111579,6.5
tt0112384,6.9
tt0111438,5.5
tt0111503,7.8
tt0111686,5.9
tt0112346,6.6
tt0111756,6.3
tt0112281,6.2
tt0110357,6.8
tt0112442,6.6
tt0112431,6.9
tt0112642,6.4
tt0112579,7.2
tt0112641,7.7
tt0112715,6.4
tt0112462,6.3
tt0112508,6.3
tt0110763,6.5
tt0112471,7.2
tt0112851,6.1
