imdbID,Title,YearSinceRelease,AAMP Rating,Runtime,Genre,AvgDirectorRating,AvgWriterRating,AvgCastRating,imdbRating,Language,Country,Budget,Revenue
tt0163676,The In Crowd,16,PG-13,105,"Drama, Thriller, Mystery",4.9,5,5.2,4.6,English,USA,15000000,5217498
tt0163978,The Beach,16,R,119,"Adventure, Drama, Thriller",7.4,6.6,6.7,6.6,"English, French, Swedish, Thai","USA, UK",40000000,144056873
tt0163984,"Blood, Guts, Bullets and Octane",18,R,87,"Action, Comedy, Crime",6.6,6.4,5.5,5.5,English,USA,7300,13674
tt0164052,Hollow Man,16,R,112,"Sci-Fi, Thriller",6.6,5.2,6.3,5.7,English,"USA, Germany",90000000,73209340
tt0164085,Limbo,17,R,126,"Adventure, Drama, Thriller",6.9,6.6,6.7,7.1,English,USA,8000000,1997807
tt0164114,Drive Me Crazy,17,PG-13,91,"Comedy, Drama, Romance",5.2,6,5.8,5.7,English,USA,8000000,17843379
tt0164181,Stir of Echoes,17,R,99,"Horror, Mystery, Thriller",6.3,6.4,6.5,7,English,USA,12000000,21133087
tt0164184,The Sum of All Fears,14,PG-13,124,"Action, Drama, Thriller",6.7,6.7,6.4,6.4,"English, Russian, Ukrainian, German, Arabic","USA, Germany",68000000,193921372
tt0164212,Under Suspicion,16,R,110,"Crime, Drama, Thriller",6.3,6.4,6.3,6.5,"English, Italian, Spanish","France, USA",25000000,260562
tt0164334,Along Came a Spider,15,R,104,Thriller,6.4,5.8,6.3,6.3,"English, Russian","USA, Germany, Canada",60000000,105178561
tt0164538,Dil Se..,18,UNRATED,163,"Drama, Romance, Musical",7.7,7.4,6.5,7.8,"Hindi, Urdu, Assamese, Tamil, Telugu",India,300000,400000
tt0164912,Stuart Little,17,PG,84,"Animation, Adventure, Comedy",6.4,5.9,6.1,5.9,"English, Dutch","Germany, USA",133000000,300135367
tt0165494,Ringmaster,18,R,90,Comedy,4.4,5.1,4.7,3.1,English,USA,3500000,9247881
tt0165546,The Wounds,18,UNRATED,103,"Comedy, Crime, Drama",7.2,6.9,7.4,8.1,Serbian,"Federal Republic of Yugoslavia, Germany",10000,150000
tt0165643,Black & White,17,R,98,"Crime, Drama, Music",5.7,6,5.7,5,English,USA,10000000,5241315
tt0165710,Detroit Rock City,17,R,95,"Comedy, Music",5.4,5.2,5.5,6.8,English,USA,34000000,4217115
tt0165854,The Limey,17,R,89,"Crime, Drama, Mystery",6.6,6.7,6,7.1,English,USA,10000000,3193102
tt0165929,Romeo Must Die,16,R,115,"Action, Crime, Thriller",5.3,5.5,5.8,6.1,"English, Chinese",USA,25000000,91036760
tt0165982,Sinbad: Legend of the Seven Seas,13,PG,86,"Animation, Adventure, Comedy",6.7,7,6.5,6.7,"English, Cantonese, Italian",USA,60000000,26288320
tt0166110,Bones,15,R,96,"Crime, Horror",6,5.6,5.2,4,"English, French, Spanish",USA,10000000,7316658
tt0166175,East Is East,17,R,96,"Comedy, Drama",7.2,6.8,6.7,6.9,"English, Urdu",UK,3800000,28200000
tt0166276,Monkeybone,15,PG-13,93,"Animation, Comedy, Fantasy",6.8,5.2,5.6,4.7,English,USA,75000000,5409517
tt0166813,Spirit: Stallion of the Cimarron,14,G,83,"Animation, Adventure, Comedy",6.8,7,7,7,English,USA,80000000,122563539
tt0166924,Mulholland Drive,15,R,147,"Drama, Mystery, Thriller",7.4,7.4,6.5,8,"English, Spanish","France, USA",15000000,20117339
tt0166943,Music of the Heart,17,PG,124,"Drama, Music",5.9,6.9,6.4,6.7,"English, Spanish",USA,27000000,14859394
tt0167190,Hellboy,12,PG-13,122,"Action, Fantasy, Horror",6.9,6.9,6,6.8,"English, Russian",USA,66000000,99318987
tt0167260,The Lord of the Rings: The Return of the King,13,PG-13,201,"Adventure, Drama, Fantasy",7.8,8,8.2,8.9,"English, Quenya, Old English, Sindarin","USA, New Zealand",94000000,1118888979
tt0167261,The Lord of the Rings: The Two Towers,14,PG-13,179,"Adventure, Drama, Fantasy",7.8,8,7,8.7,"English, Sindarin, Old English","USA, New Zealand",79000000,926287400
tt0167404,The Sixth Sense,17,PG-13,107,"Drama, Mystery, Thriller",6,6,6.4,8.1,"English, Latin, Spanish",USA,40000000,672806292
tt0167456,Thunderbirds,12,PG,95,"Action, Adventure, Comedy",6,4.7,4.9,4.2,English,"UK, France, USA",57000000,28283637
tt0168501,The Best Man,17,R,120,"Comedy, Drama",5.8,6.2,5.9,6.6,English,USA,9000000,34573780
tt0168629,Dancer in the Dark,16,R,140,"Crime, Drama, Musical",7.3,6.9,6.2,8,English,"Denmark, Argentina, Spain, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Norway",12800000,40031879
tt0168786,Antwone Fisher,14,PG-13,120,"Biography, Drama",7.4,6.6,6.9,7.3,"English, Japanese",USA,12500000,23367586
tt0169102,Lagaan: Once Upon a Time in India,15,PG,224,"Adventure, Drama, Musical",7.1,7.9,6.7,8.2,"Hindi, English, Awadhi, Urdu",India,5200000,8100000
tt0169302,The Terrorist,18,UNRATED,95,Drama,7.2,7.2,6.9,7.2,Tamil,India,24554,140021
tt0169547,American Beauty,17,R,122,"Drama, Romance",7.5,7.7,6.2,8.4,English,USA,15000000,356296601
tt0170016,How the Grinch Stole Christmas,16,PG,104,"Comedy, Family, Fantasy",6.9,5.8,5.9,6,English,"USA, Germany",123000000,345141403
tt0171356,Gun Shy,16,R,101,"Comedy, Crime, Romance",5.7,5.4,6,5.7,English,USA,10000000,1631839
tt0171359,Hamlet,16,R,112,"Drama, Romance, Thriller",5.7,5.8,6.2,6,English,USA,2000000,1568749
tt0171363,The Haunting,17,PG-13,113,"Fantasy, Horror, Mystery",5.5,6.1,6.2,4.9,English,USA,80000000,91188905
tt0171433,Keeping the Faith,16,PG-13,128,"Comedy, Drama, Romance",6.4,6.7,6.4,6.4,"English, Hebrew, Spanish",USA,30000000,37036004
tt0171804,Boys Don't Cry,17,R,118,"Biography, Drama, Romance",6.7,7.3,6,7.6,English,USA,2000000,11540607
tt0172156,Bad Boys II,13,R,147,"Action, Comedy, Crime",6.6,6,6,6.6,"English, Spanish",USA,130000000,273339556
tt0172396,The End of the Affair,17,R,102,"Drama, Romance",6.9,6.4,6.6,7.2,English,"UK, USA",23000000,10827816
tt0172495,Gladiator,16,R,155,"Action, Drama",7,7.8,6.6,8.5,English,"USA, UK",103000000,457640427
tt0173840,Final Fantasy: The Spirits Within,15,PG-13,106,"Animation, Action, Adventure",6.4,6.6,5.9,6.4,English,"USA, Japan",137000000,85131830
tt0174204,Simpatico,17,R,106,"Drama, Comedy, Crime",6.2,5.2,6.2,4.5,English,"UK, France, USA",10000000,929606
tt0174856,The Hurricane,17,R,146,"Biography, Drama, Sport",6.3,7.2,6.5,7.6,English,USA,50000000,73956241
tt0175142,Scary Movie,16,R,88,Comedy,5.4,4.8,6,6.2,English,USA,19000000,278019771
tt0175880,Magnolia,17,R,188,Drama,7.5,7.5,7.7,8,"English, German, French",USA,37000000,48451803
tt0176269,Universal Soldier: The Return,17,R,83,"Action, Sci-Fi",4.1,5,5.3,4.1,English,USA,45000000,10667893
tt0176783,Gossip,16,R,90,"Drama, Mystery, Thriller",6.5,5.6,6,5.9,"English, Italian",USA,14000000,5108820
tt0177789,Galaxy Quest,17,PG,102,"Adventure, Comedy, Sci-Fi",5.8,6.9,6.4,7.3,English,USA,45000000,90683916
tt0177971,The Perfect Storm,16,PG-13,130,"Action, Adventure, Drama",6.6,6.5,6.5,6.4,English,USA,120000000,325756637
tt0178868,Ring,18,UNRATED,96,"Horror, Mystery, Sci-Fi",6.1,5.7,6.7,7.3,Japanese,Japan,1200000,8690429
tt0179098,Moonlight Mile,14,PG-13,117,"Drama, Romance",6.4,6.7,6.7,6.7,"English, Hebrew",USA,21000000,10011050
tt0179626,15 Minutes,15,R,120,"Action, Crime, Drama",6,5.8,6.4,6.1,"English, Czech, Russian, Greek, Afrikaans","USA, Germany",60000000,56359980
tt0180052,The Adventures of Pluto Nash,14,PG-13,95,"Comedy, Action, Sci-Fi",5.5,5.5,5.8,3.7,English,"USA, Australia",100000000,7103973
tt0180073,Quills,16,R,124,"Biography, Drama",6.3,7.4,6.8,7.4,"English, Latin","UK, Germany, USA",13500000,7060876
tt0180093,Requiem for a Dream,16,R,102,Drama,7.5,8.2,6.2,8.4,English,USA,4500000,7390108
tt0181316,Blue Streak,17,PG-13,93,"Action, Comedy, Crime",5.6,6,6,6.3,English,"USA, Germany",65000000,117758500
tt0181536,Finding Forrester,16,PG-13,136,Drama,6.4,6.5,6.2,7.3,"English, German",USA,43000000,80049764
tt0181689,Minority Report,14,PG-13,145,"Action, Mystery, Sci-Fi",7.4,7.1,6.4,7.7,"English, Swedish",USA,102000000,358372926
tt0181739,Osmosis Jones,15,PG,95,"Animation, Action, Adventure",6.1,6.1,6.3,6.2,English,USA,75000000,13596911
tt0181852,Terminator 3: Rise of the Machines,13,R,109,"Action, Sci-Fi",6.4,5.5,5.8,6.4,English,"USA, Germany, UK",200000000,435000000
tt0181865,Traffic,16,R,147,"Crime, Drama, Thriller",6.6,7.1,6.9,7.6,"English, Spanish","USA, Germany",48000000,207515725
tt0181875,Almost Famous,16,R,122,"Adventure, Comedy, Drama",7,7,6.4,7.9,"English, French",USA,60000000,47383689
tt0181984,Boiler Room,16,R,120,"Crime, Drama, Thriller",6.6,6.6,6.2,7,"English, Russian",USA,26000000,28780255
tt0182295,Love's Labour's Lost,16,PG,93,"Romance, Comedy, Musical",6.8,6.7,6.2,6.1,English,"UK, France, USA",13000000,299792
tt0182789,Bicentennial Man,17,PG,132,"Comedy, Drama, Fantasy",6.5,6.3,6.4,6.8,English,"USA, Germany",100000000,93700000
tt0183505,"Me, Myself & Irene",16,R,116,Comedy,6.1,5.8,6.2,6.5,"English, German",USA,51000000,149270999
tt0183523,Mission to Mars,16,PG,114,"Adventure, Drama, Sci-Fi",6.1,5.7,6.7,5.6,English,USA,90000000,60874615
tt0183649,Phone Booth,14,R,81,Thriller,6.3,5.4,6.3,7.1,"English, Swahili",USA,13000000,97837138
tt0183790,A Knight's Tale,15,PG-13,132,"Action, Adventure, Romance",6.9,6.7,6.2,6.9,English,USA,65000000,117487473
tt0184858,Reindeer Games,16,R,104,"Action, Crime, Drama",6.5,6,5.9,5.7,English,USA,42000000,32168970
tt0184894,Shanghai Noon,16,PG-13,110,"Action, Adventure, Comedy",5.5,6,6.3,6.6,"English, Mandarin, Sioux, Spanish","USA, Hong Kong",55000000,56932305
tt0185125,All About My Mother,17,R,101,Drama,7.2,7.2,6.6,7.9,"Spanish, Catalan","Spain, France",8272296,67872296
tt0185183,Battlefield Earth,16,PG-13,118,"Action, Adventure, Sci-Fi",4.6,3.1,5.9,2.4,English,USA,44000000,21400000
tt0185371,House on Haunted Hill,17,R,93,"Horror, Mystery, Thriller",4.9,5.6,6.1,5.6,English,USA,19000000,40846082
tt0185937,The Blair Witch Project,17,R,81,Horror,5.6,5.3,5.7,6.4,English,USA,25000,248000000
tt0186045,Drowning Mona,16,PG-13,96,"Crime, Mystery, Comedy",5.8,5.9,6,5.6,English,USA,16000000,15427192
tt0186151,Frequency,16,PG-13,118,"Drama, Fantasy, Sci-Fi",6.7,6.8,6.2,7.3,English,USA,31000000,68106245
tt0186566,Space Cowboys,16,PG-13,130,"Action, Adventure, Thriller",7.2,6,6.6,6.4,English,"USA, Australia",65000000,90000000
tt0186589,Sugar & Spice,15,PG-13,81,"Comedy, Crime",5.5,5.6,5.5,5.6,English,USA,11000000,13276953
tt0186894,Bounce,16,PG-13,106,"Drama, Romance",6.3,6.3,6.1,5.7,English,USA,35000000,36779296
tt0187078,Gone in Sixty Seconds,16,PG-13,118,"Action, Crime, Thriller",6.1,6.3,6.2,6.5,English,USA,90000000,237202299
tt0187393,The Patriot,16,R,165,"Action, Drama, History",6,6.7,6.4,7.1,English,"USA, Germany",110000000,215294342
tt0187738,Blade II,14,R,117,"Action, Horror, Sci-Fi",6.9,6.2,5.8,6.7,"English, Romanian, Czech","USA, Germany",54000000,155010032
tt0188030,Butterfly,17,R,96,Drama,6.4,6.5,7.2,7.6,"Spanish, Gallegan, Latin",Spain,3000000,6000000
tt0188640,Godzilla 2000,17,PG,99,"Action, Adventure, Drama",6.4,6.4,6.6,6,Japanese,Japan,1000000,10037390
tt0188674,Human Traffic,17,R,99,"Comedy, Music",6.6,6.6,6.5,7,English,"UK, Ireland",600000,4000000
tt0189584,The Big Kahuna,17,R,90,"Drama, Comedy",6.7,6.7,6.3,6.7,English,USA,7000000,3728888
tt0189998,Shadow of the Vampire,16,R,92,"Drama, Horror",6.4,6.4,6.1,6.9,"English, German, Luxembourgish","UK, USA, Luxembourg",8000000,8279017
tt0190138,The Whole Nine Yards,16,R,98,"Comedy, Crime",6.2,6,5.9,6.7,"English, French, Spanish",USA,41300000,106371651
tt0190332,"Crouching Tiger, Hidden Dragon",16,PG-13,120,"Action, Drama, Romance",7.4,7.3,6.5,7.9,Mandarin,"Taiwan, Hong Kong, USA, China",17000000,213525736
tt0190374,Dungeons & Dragons,16,PG-13,107,"Action, Adventure, Comedy",4.4,5.6,5.3,3.7,English,"USA, Czech Republic, Canada",35000000,15185241
tt0190590,"O Brother, Where Art Thou?",16,PG-13,106,"Comedy, Crime, Music",7.4,7.4,6.4,7.8,English,"UK, France, USA",26000000,71000000
tt0190641,Pok??®mon: The First Movie - Mewtwo Strikes Back,18,G,96,"Animation, Action, Adventure",5.9,5.9,6,5.8,"Japanese, English",Japan,30000000,163644662
tt0190865,Vertical Limit,16,PG-13,124,"Action, Adventure, Drama",6.4,5.8,6,5.9,"English, Urdu","USA, Germany",75000000,68473360
tt0191133,The Fighting Temptations,13,PG-13,123,"Comedy, Drama, Music",6.2,5.6,5.5,5.5,English,USA,15000000,30238577
tt0192111,Head Over Heels,15,PG-13,86,"Comedy, Mystery, Romance",6.3,5.5,5.4,5.3,"English, Russian",USA,14000000,10424470
tt0192255,The Little Vampire,16,PG,95,"Adventure, Comedy, Family",5.8,5.6,6,5.7,English,"Germany, Netherlands, USA",22000000,13555988
tt0192614,The Skulls,16,PG-13,106,"Action, Crime, Drama",5.8,5,6,5.6,English,"USA, Canada",15000000,35007180
tt0192731,Urban Legends: Final Cut,16,R,97,"Horror, Mystery, Thriller",4.1,5.3,5.6,4.1,English,"USA, France",14000000,38574362
tt0194218,Panic,16,R,88,"Comedy, Crime, Drama",6.8,6.8,6.1,6.8,English,USA,1000000,779137
tt0195685,Erin Brockovich,16,R,131,"Biography, Drama",6.6,6.5,6.9,7.3,English,USA,52000000,256271286
tt0195714,Final Destination,16,R,98,"Fantasy, Horror, Thriller",5.3,6,5.5,6.7,"English, French","USA, Canada",23000000,53302314
tt0195945,Next Friday,16,R,98,Comedy,5,5.9,5.4,6,English,USA,11000000,59827328
tt0196229,Zoolander,15,PG-13,90,Comedy,6.5,6.2,6.1,6.6,English,"Germany, USA",28000000,60780981
tt0196857,Play It to the Bone,17,R,124,"Comedy, Drama, Sport",6.1,6,5.9,5.4,English,USA,24000000,8434146
tt0198781,"Monsters, Inc.",15,G,92,"Animation, Adventure, Comedy",8,7.8,6.9,8.1,English,USA,115000000,562816256
tt0199290,3 Strikes,16,R,82,Comedy,4.3,5.5,4.5,3.9,English,USA,6000000,9000000
tt0199725,Love & Basketball,16,PG-13,124,"Drama, Romance, Sport",6.9,7.1,6,7.2,"English, Spanish",USA,20000000,27728118
tt0199753,Red Planet,16,PG-13,106,"Action, Sci-Fi, Thriller",5.6,5.9,5.7,5.6,English,"USA, Australia",80000000,33463969
tt0200465,The Bank Job,8,R,111,"Crime, Drama, Thriller",6.4,6.5,6.4,7.3,"English, Latin","UK, USA, Australia",20000000,30028592
tt0200550,Coyote Ugly,16,PG-13,100,"Comedy, Drama, Music",5,5.5,6,5.6,English,USA,80000000,113916474
tt0200720,The House of Mirth,16,PG,135,"Romance, Drama",6.8,6.8,6.3,7.1,"English, French","UK, USA, France, Germany",10000000,5164404
tt0202402,Whatever It Takes,16,PG-13,94,"Comedy, Drama, Romance",5.1,6.1,5.4,5.5,English,USA,15000000,9902115
tt0202470,Rock Star,15,R,105,"Comedy, Drama, Music",6,6.2,6.3,6.2,English,USA,57000000,16991902
tt0203009,Moulin Rouge!,15,PG-13,127,"Drama, Musical, Romance",7.1,7.1,6.5,7.6,"English, French, Spanish","USA, Australia",52500000,177677823
tt0203019,Men of Honor,16,R,129,"Biography, Drama",7,6.9,6.2,7.2,English,USA,32000000,48814909
tt0204175,Boys and Girls,16,PG-13,94,"Comedy, Drama, Romance",5.7,4.7,5.4,5.3,English,USA,16000000,20627372
tt0204313,Exorcist: The Beginning,12,R,114,"Horror, Mystery, Thriller",5.7,5.3,5.8,5.1,English,USA,80000000,78000586
tt0204946,Bring It On,16,PG-13,98,"Comedy, Sport",6.1,5.4,5.8,5.9,English,USA,28000000,90449929
tt0205000,Deuce Bigalow: Male Gigolo,17,R,88,"Comedy, Romance",5.7,5.3,5.1,5.7,English,USA,17000000,65535067
tt0206200,Johnny the Partisan,16,UNRATED,135,Drama,6.3,5.7,6.3,6.3,Italian,Italy,4000000,400000
tt0206275,Save the Last Dance,15,PG-13,112,"Drama, Music, Romance",6.8,6.1,5.8,6.1,English,USA,13000000,91038276
tt0206314,Joy Ride,15,R,97,"Mystery, Thriller",6.7,5.9,6,6.6,English,USA,23000000,36642838
tt0206634,Children of Men,10,R,109,"Drama, Sci-Fi, Thriller",7.5,7.2,7.2,7.9,"English, German, Italian, Romanian, Spanish, Arabic, Georgian, Russian","USA, UK",76000000,69959751
tt0206750,Navigating the Heart,16,UNRATED,91,"Drama, Romance",6,6.4,6,6.6,English,"USA, Canada, UK",2000000,5000000
tt0207201,What Women Want,16,PG-13,127,"Comedy, Fantasy, Romance",6.7,6,6.4,6.4,"English, French",USA,70000000,374111707
tt0208003,Big Momma's House,16,PG-13,99,"Action, Comedy, Crime",5,5.2,5.6,5,English,"USA, Germany",30000000,173959438
tt0208092,Snatch.,16,R,102,"Comedy, Crime",7.1,6.9,6.1,8.3,"English, Russian","UK, USA",10000000,83557872
tt0208988,Get Carter,16,R,102,"Action, Crime, Drama",5.4,6.1,5.8,5.1,English,USA,63600000,19412993
tt0209077,Ken Park,14,UNRATED,93,Drama,5.8,5.8,6,5.9,English,"USA, Netherlands, France",1300000,447741
tt0209144,Memento,16,R,113,"Mystery, Thriller",8.4,8.6,6.1,8.5,English,USA,9000000,39723096
tt0209163,The Mummy Returns,15,PG-13,130,"Action, Adventure, Fantasy",6.3,5.9,5.9,6.3,"English, Arabic",USA,98000000,433013274
tt0209475,The Wedding Planner,15,PG-13,103,"Comedy, Romance",6,5.3,6,5.2,"English, Italian","Germany, USA",35000000,94728529
tt0209958,The Cell,16,R,107,"Horror, Sci-Fi, Thriller",6.3,6.4,6.1,6.3,English,"USA, Germany",33000000,104155843
tt0210234,Pokemon: Power of One,17,G,99,"Animation, Action, Adventure",5.9,6,6.3,5.8,"Japanese, English","Japan, USA",30000000,133949270
tt0210616,Center Stage,16,PG-13,115,"Drama, Music, Romance",6.8,6.4,6.4,6.6,English,USA,18000000,17200925
tt0210945,Remember the Titans,16,PG,113,"Biography, Drama, Sport",6.7,7.3,6,7.8,English,USA,30000000,136706683
tt0211181,102 Dalmatians,16,G,100,"Adventure, Comedy, Family",6.6,5.9,6.4,4.8,English,"USA, UK",85000000,183611771
tt0211443,Jason X,15,R,91,"Horror, Sci-Fi, Thriller",4.6,5.2,5.2,4.4,English,"USA, Canada",11000000,16000000
tt0211465,Knockaround Guys,15,R,92,"Crime, Drama, Thriller",6.3,6.4,6.3,6.1,English,USA,15000000,12000000
tt0211915,Am??®lie,15,R,122,"Comedy, Romance",7.4,7.5,6.5,8.4,"French, Russian","France, Germany",11400000,174000000
tt0211933,Awake,9,R,84,"Crime, Mystery, Thriller",6.5,6.5,5.9,6.5,"English, Japanese",USA,86000000,14373825
tt0212338,Meet the Parents,16,PG-13,108,Comedy,6.7,6.2,6.2,7,"English, Thai, Spanish, Hebrew, French",USA,55000000,330444045
tt0212346,Miss Congeniality,16,PG-13,109,"Action, Comedy, Crime",5.7,5.8,6.2,6.1,"English, Russian, French, Hawaiian, Spanish","USA, Australia",45000000,212000000
tt0212712,2046,12,R,129,"Drama, Romance, Sci-Fi",7.2,7,7,7.5,"Cantonese, Japanese, Mandarin","Hong Kong, China, France, Italy, Germany",12000000,19271312
tt0212720,A.I. Artificial Intelligence,15,PG-13,146,"Adventure, Drama, Sci-Fi",7.4,6.8,5.9,7.1,English,USA,100000000,235926552
tt0212985,Hannibal,15,R,131,"Crime, Drama, Thriller",7,7,6.4,6.7,"English, Italian, Japanese","USA, UK",87000000,351692268
tt0213149,Pearl Harbor,15,PG-13,183,"Action, Drama, Romance",6.6,6.6,6.1,6,"English, Japanese, French",USA,140000000,449220945
tt0213790,The Ladies Man,16,R,84,Comedy,5.5,5.2,5.1,5.1,English,USA,24000000,13700000
tt0215129,Road Trip,16,R,93,Comedy,6.6,6.2,5.9,6.5,English,USA,16000000,119754278
tt0215750,Enemy at the Gates,15,R,131,"Drama, History, War",6.6,6.5,6.6,7.6,"English, German, Russian","USA, France, Germany, UK, Ireland",70000000,96976270
tt0216216,The 6th Day,16,PG-13,123,"Action, Mystery, Sci-Fi",6.5,5.6,5.8,5.9,English,USA,82000000,96085477
tt0217107,Trois,16,R,93,"Romance, Thriller",4.3,4.2,4,3.9,English,USA,200000,1160268
tt0217505,Gangs of New York,14,R,167,"Crime, Drama, History",7.7,7.2,6.9,7.5,"English, Irish, Chinese, Latin","USA, Italy",100000000,193772504
tt0217756,Ready to Rumble,16,PG-13,107,"Comedy, Sport",5.4,5.8,5.6,5.3,English,USA,24000000,12372410
tt0217869,Unbreakable,16,PG-13,106,"Drama, Mystery, Sci-Fi",6,6,6.2,7.2,English,USA,75000000,248118121
tt0218553,Ring 2,17,UNRATED,95,"Horror, Mystery",6.1,5.7,6.6,6,Japanese,Japan,6000000,18686644
tt0218817,Antitrust,15,PG-13,109,"Action, Crime, Drama",6.2,6.4,6.1,6.1,English,USA,30000000,17833000
tt0218967,The Family Man,16,PG-13,125,"Comedy, Drama, Fantasy",6.3,5.6,6.3,6.7,"English, Italian",USA,60000000,75764085
tt0219653,Dracula 2000,16,R,99,"Action, Fantasy, Horror",5.2,4.7,6.5,4.9,English,USA,28000000,33000337
tt0219699,The Gift,16,R,111,"Drama, Mystery, Thriller",6.9,6.4,6.3,6.7,English,USA,10000000,12008642
tt0219822,Human Nature,15,R,96,"Comedy, Drama",6.9,7.4,6.4,6.4,"English, French","France, USA",6000000,705308
tt0219854,The Kid,16,PG,104,"Comedy, Family, Fantasy",6.1,6.1,6.2,6.1,English,USA,65000000,69700000
tt0219965,Bandits,15,PG-13,123,"Comedy, Crime, Drama",6.2,6,6.5,6.6,English,USA,75000000,67631903
tt0220099,The Tigger Movie,16,G,77,"Animation, Comedy, Drama",6.6,6.3,6.4,6.3,English,"USA, Japan",30000000,45554533
tt0220506,Halloween: Resurrection,14,R,94,"Comedy, Horror, Thriller",4.7,4.8,4.3,4.1,English,USA,13000000,37664855
tt0221027,Blow,15,R,124,"Biography, Crime, Drama",6.9,7.2,6.5,7.6,English,USA,53000000,83282296
tt0221218,The Glass House,15,PG-13,106,Thriller,5.8,6,6.2,5.8,"English, Spanish",USA,30000000,17951431
tt0222850,The Broken Hearts Club: A Romantic Comedy,16,R,94,"Comedy, Drama, Romance",6.8,6.1,5.9,7,English,USA,1000000,1744858
tt0222851,Brother,16,R,114,"Crime, Drama, Thriller",7.1,7.1,6.7,7.2,"English, Japanese, Italian, Spanish","USA, UK, Japan",12000000,15250000
tt0223897,Pay It Forward,16,PG-13,123,Drama,5.8,6.9,6.2,7.1,English,USA,40000000,55707411
tt0225071,Angel Eyes,15,R,102,"Drama, Romance",6.4,6,6.1,5.6,English,USA,53000000,29700000
tt0227005,Made,15,R,95,"Comedy, Crime, Drama",6.8,6.4,6.2,6.4,"English, French",USA,5000000,5476060
tt0227445,The Score,15,R,124,"Action, Crime, Romance",6.4,6.9,6.6,6.8,"English, French","USA, Germany",68000000,71069884
tt0227538,Spy Kids,15,PG,88,"Action, Adventure, Comedy",6.1,5.7,5.8,5.4,"English, Spanish",USA,35000000,147934180
tt0228333,Ghosts of Mars,15,R,98,"Action, Horror, Sci-Fi",5.9,5.1,5.7,4.9,English,USA,28000000,8709640
tt0230011,Atlantis: The Lost Empire,15,PG,95,"Animation, Action, Adventure",7.2,6.8,6.1,6.8,"English, French, Spanish",USA,120000000,186053725
tt0230030,Bedazzled,16,PG-13,93,"Comedy, Fantasy, Romance",6.1,6.1,5.8,5.9,"English, Spanish, Russian","USA, Germany",48000000,90383208
tt0230600,The Others,15,PG-13,104,"Fantasy, Horror, Thriller",7.3,7.3,6.8,7.6,"English, French","USA, Spain, France, Italy",17000000,209947037
tt0231402,Crocodile Dundee in Los Angeles,15,PG,92,"Adventure, Comedy",6.1,4.8,5.4,4.8,English,"Australia, USA",21150000,39438674
tt0232500,The Fast and the Furious,15,PG-13,106,"Action, Crime, Thriller",5.8,6.5,6.2,6.7,English,"USA, Germany",38000000,207283925
tt0233142,3000 Miles to Graceland,15,R,125,"Action, Comedy, Crime",5.2,5.8,6.1,5.9,English,USA,62000000,18720175
tt0233469,Collateral Damage,14,R,108,"Action, Drama, Thriller",6.3,5.5,6.1,5.5,"English, Spanish",USA,85000000,78382433
tt0234215,The Matrix Reloaded,13,R,138,"Action, Sci-Fi",7,7.2,7.2,7.2,"English, French","USA, Australia",150000000,738599701
tt0234354,Novocaine,15,R,95,"Comedy, Crime, Drama",5.8,6.3,6.2,5.8,"English, French",USA,6000000,2025238
tt0234829,Summer Catch,15,PG-13,108,"Comedy, Drama, Romance",6.5,5.4,5.7,4.9,English,USA,34000000,19693891
tt0235679,Pok??®mon 3: The Movie,16,G,93,"Animation, Action, Adventure",5.9,5.7,5.9,5.5,"Japanese, English",Japan,16000000,68411275
tt0235737,The Salton Sea,14,R,103,"Crime, Drama, Mystery",6.3,6.6,5.9,7.2,English,USA,18000000,676698
tt0236493,The Mexican,15,R,123,"Adventure, Comedy, Crime",6.9,5.8,6.5,6.1,"English, Spanish",USA,34000000,147845033
tt0236784,The Tailor of Panama,15,R,109,"Drama, Thriller",6.4,6.5,6.1,6.1,"English, Spanish","USA, Ireland",21000000,28008462
tt0237534,Brotherhood of the Wolf,15,R,142,"Adventure, Drama, Thriller",6.5,6.6,6.7,7.1,"French, German, Italian",France,29000000,70752904
tt0237572,The Pledge,15,R,124,"Crime, Drama, Mystery",7.1,6.6,6.6,6.9,English,USA,35000000,29400000
tt0238112,Captain Corelli's Mandolin,15,R,131,"Drama, Music, Romance",6.7,6.3,6.5,5.9,"English, Greek, German, Italian","UK, France, USA",57000000,62112895
tt0238380,Equilibrium,14,R,107,"Action, Drama, Sci-Fi",5.7,6,5.7,7.5,English,USA,20000000,5359645
tt0238546,Queen of the Damned,14,R,101,"Drama, Fantasy, Horror",5.8,6,5.8,5.2,English,"USA, Australia",35000000,45479110
tt0239395,Cats & Dogs,15,PG,87,"Action, Comedy, Family",3.6,5.9,5.8,5.2,English,"USA, Australia",60000000,93375151
tt0239948,Saving Silverman,15,PG-13,90,"Comedy, Crime, Romance",5.8,5.1,6,5.9,"English, Thai","USA, Australia",22000000,19351569
tt0239986,Sidewalks of New York,15,R,108,"Comedy, Romance",6.2,6.2,6,6.5,English,USA,1000000,2402459
tt0240462,Dr. Dolittle 2,15,PG,87,"Comedy, Family, Fantasy",5,5.1,5.2,4.6,English,USA,70000000,176104344
tt0240772,Ocean's Eleven,15,PG-13,116,"Crime, Thriller",6.6,7.1,7.5,7.8,"English, Italian, Cantonese",USA,85000000,450717150
