tt0099578,5.6
tt0100083,6.3
tt0099785,5.4
tt0099653,6.4
tt0099582,6.3
tt0100168,6.0
tt0099329,6.5
tt0099739,5.3
tt0100507,6.4
tt0099800,5.2
tt0100405,5.5
tt0099871,6.4
tt0100260,5.8
tt0100419,5.9
tt0101371,5.2
tt0100150,7.2
tt0099348,8.0
tt0100240,5.3
tt0100129,5.3
tt0099611,5.2
tt0100114,5.2
tt0100157,6.4
tt0099165,5.4
tt0101393,5.2
tt0099253,5.3
tt0099817,5.5
tt0100140,6.1
tt0099697,4.8
tt0100201,5.4
tt0099674,6.6
tt0099700,6.4
tt0099423,6.4
tt0099747,6.0
tt0101615,4.7
tt0100258,6.2
tt0100594,6.5
tt0099685,8.3
tt0099810,6.5
tt0101786,5.4
tt0099487,7.2
tt0100666,5.3
tt0101507,6.5
tt0101410,7.2
tt0101889,6.9
tt0100935,7.0
tt0100828,6.2
tt0099422,5.2
tt0099371,6.0
tt0102175,6.0
tt0101587,6.1
tt0102116,6.9
tt0099938,6.1
tt0099740,6.0
tt0102059,5.8
tt0101757,6.0
tt0102411,6.0
tt0102631,6.5
tt0102614,5.2
tt0100403,6.0
tt0099052,5.9
tt0101272,6.0
tt0101701,5.7
tt0100029,5.6
tt0099142,5.6
tt0101761,6.6
tt0102757,6.5
tt0101540,6.6
tt0103007,5.4
tt0100502,5.6
tt0099088,6.6
tt0101921,7.4
tt0101373,6.7
tt0102558,4.8
tt0101917,5.2
tt0103074,6.3
tt0102753,6.7
tt0100814,5.8
tt0102034,4.7
tt0102782,4.8
tt0102266,6.9
tt0100740,6.2
tt0102926,6.9
tt0102915,6.1
tt0103594,6.5
tt0100477,7.0
tt0102687,6.5
tt0100758,6.5
tt0102603,6.2
tt0102900,6.5
tt0102460,6.1
tt0102526,6.4
tt0102945,6.1
tt0102818,5.4
tt0103772,5.3
tt0103064,6.8
tt0102685,6.1
tt0102849,5.5
tt0103855,6.5
tt0099365,5.7
tt0098987,6.0
tt0102070,5.7
tt0102749,5.9
tt0104036,6.8
tt0104006,6.1
tt0101700,7.3
tt0102798,5.7
tt0103977,5.7
tt0102138,7.5
tt0104549,6.2
tt0104215,4.7
tt0103759,6.4
tt0104376,6.0
tt0101902,6.1
tt0104225,6.3
tt0104109,5.6
tt0104389,6.8
tt0103060,6.0
