imdbID,budget,revnue
tt0105444,0,0
tt0105448,0,0
tt0105462,0,0
tt0105467,NF,NF
tt0105471,0,0
tt0105473,0,0
tt0105475,NF,NF
tt0105476,0,0
tt0105478,0,0
tt0105495,NF,NF
tt0105497,0,0
tt0105498,0,0
tt0105499,0,0
tt0105502,0,0
tt0105508,250000,340147
tt0105511,0,0
tt0105514,0,0
tt0105524,NF,NF
tt0105531,0,0
tt0105534,0,0
tt0105535,0,0
tt0105565,0,0
tt0105568,NF,NF
tt0105576,0,0
tt0105578,0,0
tt0105587,0,0
tt0105591,NF,NF
tt0105598,0,0
tt0105599,0,0
tt0105602,0,0
tt0105604,0,0
tt0105606,0,0
tt0105611,0,0
tt0105614,0,0
tt0105618,0,0
tt0105625,NF,NF
tt0105626,0,0
tt0105628,0,0
tt0105639,0,0
tt0105651,0,0
tt0105652,400000,152322
tt0105654,0,0
tt0105655,0,0
tt0105675,0,0
tt0105682,0,1666511
tt0105693,0,0
tt0105709,0,0
tt0105711,0,0
tt0105712,0,0
tt0105713,NF,NF
tt0105717,0,0
tt0105738,0,0
tt0105750,0,0
tt0105751,0,0
tt0105752,0,0
tt0105756,0,0
tt0105761,0,0
tt0105764,0,0
tt0105775,0,0
tt0105777,0,0
tt0105783,0,0
tt0105788,0,0
tt0105791,0,0
tt0105796,0,0
tt0105803,0,0
tt0105806,NF,NF
tt0105815,0,0
tt0105822,NF,NF
tt0105828,NF,NF
tt0105831,0,0
tt0105842,0,0
tt0105859,0,0
tt0105864,0,0
tt0105869,0,0
tt0105883,0,0
tt0105884,0,0
tt0105888,0,0
tt0105898,NF,NF
tt0105908,0,0
tt0105911,0,0
tt0105912,0,0
tt0105919,0,0
tt0105924,0,0
tt0105997,0,0
tt0105998,0,0
tt0106035,0,0
tt0106170,NF,NF
tt0106203,0,0
tt0106209,0,0
tt0106215,0,0
tt0106217,0,0
tt0106218,0,0
tt0106222,0,0
tt0106237,0,0
tt0106238,0,0
tt0106240,0,0
tt0106241,0,0
tt0106244,0,0
tt0106247,NF,NF
tt0106251,0,0
tt0106255,0,0
tt0106267,0,0
tt0106271,0,0
tt0106275,0,0
tt0106283,NF,NF
tt0106286,0,0
tt0106290,0,0
tt0106291,0,0
tt0106296,0,0
tt0106301,0,0
tt0106305,0,0
tt0106327,0,0
tt0106329,0,0
tt0106335,0,0
tt0106336,0,0
tt0106341,750000,0
tt0106342,0,0
tt0106343,0,0
tt0106348,0,0
tt0106354,NF,NF
tt0106362,0,0
tt0106370,0,0
tt0106371,0,0
tt0106373,0,0
tt0106378,0,0
tt0106389,0,0
tt0106390,NF,NF
tt0106398,NF,NF
tt0106399,NF,NF
tt0106409,0,0
tt0106410,0,0
tt0106413,0,0
tt0106417,0,0
tt0106423,0,0
tt0106435,0,0
tt0106438,0,1718328
tt0106443,0,0
tt0106457,0,0
tt0106458,0,0
tt0106460,NF,NF
tt0106461,0,0
tt0106465,NF,NF
tt0106467,3,0
tt0106473,0,0
tt0106476,0,0
tt0106482,NF,NF
tt0106486,0,0
tt0106488,0,0
tt0106497,NF,NF
tt0106498,0,0
tt0106502,0,0
tt0106504,0,0
tt0106511,0,0
tt0106513,0,0
tt0106517,0,0
tt0106525,0,0
tt0106531,0,0
tt0106535,0,322975
tt0106538,0,0
tt0106545,0,0
tt0106547,0,0
tt0106548,0,0
tt0106551,0,0
tt0106552,0,0
tt0106559,0,0
tt0106573,0,0
tt0106578,0,0
tt0106579,68000,0
tt0106590,0,0
tt0106591,0,0
tt0106596,0,0
tt0106609,0,0
tt0106610,0,0
tt0106616,0,0
tt0106632,0,0
tt0106638,0,0
tt0106641,0,0
tt0106642,0,0
tt0106651,0,0
tt0106655,0,0
tt0106656,0,0
tt0106658,0,0
tt0106662,0,0
tt0106670,0,0
tt0106671,0,0
tt0106680,0,0
tt0106687,0,0
tt0106693,0,0
tt0106696,0,0
tt0106698,0,0
tt0106707,0,0
tt0106710,0,0
tt0106714,0,0
tt0106715,0,0
tt0106716,0,0
tt0106717,NF,NF
tt0106727,0,0
tt0106736,0,0
tt0106749,0,0
tt0106752,0,0
tt0106763,0,0
tt0106776,0,0
tt0106779,0,0
tt0106780,0,0
tt0106784,0,0
tt0106786,0,0
tt0106793,0,0
tt0106804,NF,NF
tt0106806,0,0
tt0106808,0,0
tt0106810,0,0
tt0106820,0,0
tt0106821,0,0
tt0106826,NF,NF
tt0106839,0,0
tt0106859,0,0
tt0106864,0,0
tt0106865,0,0
tt0106866,0,0
tt0106867,0,0
tt0106876,0,0
