tt0035423,0,0
tt0081145,0,0
tt0094666,0,0
tt0094900,0,0
tt0094908,0,0
tt0095878,0,0
tt0096154,0,0
tt0096177,0,0
tt0096786,0,0
tt0096806,0,0
tt0096837,0,0
tt0096871,0,0
tt0096875,0,0
tt0096954,0,0
tt0096995,0,0
tt0097004,0,0
tt0097106,0,0
tt0097115,0,0
tt0097129,0,0
tt0097184,0,0
tt0097298,0,0
tt0097339,0,0
tt0097365,0,0
tt0097429,0,0
tt0097516,0,0
tt0097522,0,0
tt0097573,0,0
tt0097631,0,0
tt0097655,0,0
tt0097668,0,0
tt0097775,0,0
tt0097874,0,0
tt0097884,0,0
tt0097891,0,0
tt0097910,0,0
tt0097994,0,0
tt0098043,0,0
tt0098069,0,0
tt0098136,0,0
tt0098199,0,0
tt0098211,0,0
tt0098293,0,0
tt0098372,0,0
tt0098375,0,0
tt0098658,0,0
tt0098959,0,0
tt0098966,0,0
tt0098968,0,0
tt0098987,49000000,20423389
tt0098994,0,0
tt0098995,0,0
tt0098996,0,0
tt0099004,0,0
tt0099005,0,0
tt0099012,0,0
tt0099017,0,0
tt0099018,0,0
tt0099026,0,0
tt0099039,0,855810
tt0099040,0,0
tt0099044,38000000,153518974
tt0099052,31000000,53208180
tt0099054,0,0
tt0099059,0,0
tt0099073,0,0
tt0099077,0,52096475
tt0099085,0,0
tt0099088,40000000,244527583
tt0099090,0,0
tt0099091,0,0
tt0099092,0,0
tt0099108,2500000,0
tt0099128,0,19740070
tt0099134,0,0
tt0099136,0,59
tt0099141,0,0
tt0099151,0,0
tt0099153,0,0
tt0099155,0,0
tt0099164,0,0
tt0099165,47000000,15691192
tt0099166,0,0
tt0099173,2000000,0
tt0099184,0,0
tt0099187,0,0
tt0099188,0,0
tt0099197,0,0
tt0099204,0,27575086
tt0099223,0,0
tt0099225,0,0
tt0099227,0,0
tt0099236,0,0
tt0099250,0,0
tt0099253,13000000,35763605
tt0099259,0,0
tt0099260,0,0
tt0099266,0,0
tt0099268,0,0
tt0099271,0,0
tt0099280,0,0
tt0099291,0,0
tt0099292,0,1244381
tt0099295,0,0
tt0099310,0,715
tt0099312,0,0
tt0099313,0,0
tt0099316,0,0
tt0099319,0,0
tt0099321,0,0
tt0099327,0,1
tt0099328,0,0
tt0099329,11000000,8266343
tt0099332,0,0
tt0099334,0,0
tt0099341,0,0
tt0099342,0,1373728
tt0099348,22000000,424208848
tt0099364,0,0
tt0099365,16000000,48878502
tt0099368,0,0
tt0099371,60000000,157920733
tt0099374,0,0
tt0099375,0,0
tt0099376,0,0
tt0099385,0,16853487
tt0099388,0,0
tt0099390,0,0
tt0099391,0,0
tt0099395,0,2
tt0099397,0,0
tt0099399,0,6698361
tt0099401,0,0
tt0099405,0,0
tt0099407,NF,NF
tt0099409,0,0
tt0099422,47000000,103738726
tt0099423,70000000,240031094
tt0099430,0,0
tt0099441,0,0
tt0099445,0,0
tt0099450,0,0
tt0099459,0,0
tt0099460,0,2346150
tt0099462,0,0
tt0099472,0,0
tt0099474,0,0
tt0099480,0,0
tt0099487,20000000,53000000
tt0099493,0,0
tt0099502,0,0
tt0099506,0,0
tt0099512,0,0
tt0099520,0,0
tt0099523,0,0
tt0099524,140000,0
tt0099528,0,39024251
tt0099541,NF,NF
tt0099546,500000,0
tt0099554,0,0
tt0099557,0,0
tt0099558,0,0
tt0099564,0,0
tt0099566,0,1494399
tt0099568,0,0
tt0099572,0,0
tt0099575,22000000,0
tt0099577,0,0
tt0099578,10000000,22424195
tt0099581,0,6488144
tt0099582,26000000,61308153
tt0099587,35000000,0
tt0099594,NF,NF
tt0099595,0,0
tt0099606,0,0
tt0099610,0,0
tt0099611,2500000,205068
tt0099612,0,0
tt0099615,0,0
tt0099622,0,0
tt0099623,0,0
tt0099625,0,0
tt0099636,0,0
tt0099637,100000,0
tt0099642,0,0
tt0099649,0,0
tt0099653,22000000,505000000
tt0099654,0,24707633
tt0099669,0,0
tt0099674,54000000,136766062
tt0099675,0,0
tt0099685,25000000,46836394
tt0099691,0,0
tt0099697,10500000,11582891
tt0099699,0,29888235
tt0099700,50000000,41482207
tt0099701,0,0
tt0099703,0,13446769
tt0099704,0,0
tt0099710,0,17037887
tt0099720,0,0
tt0099721,0,0
tt0099726,0,20710451
tt0099731,0,0
tt0099732,0,0
tt0099733,0,0
tt0099739,10000000,47410000
tt0099740,1500000,5728953
tt0099742,0,0
tt0099743,0,1547867
tt0099747,40000000,9243140
tt0099750,0,4100000
tt0099751,0,0
tt0099753,0,0
tt0099762,0,11567449
tt0099768,0,1030938
tt0099772,0,0
tt0099776,0,0
tt0099783,0,0
tt0099785,18000000,476684675
tt0099796,0,0
tt0099797,0,1293976
tt0099800,2500000,26386000
tt0099810,30000000,200512643
tt0099814,0,0
tt0099816,0,0
tt0099817,7000000,9229401
tt0099819,0,0
tt0099822,0,0
tt0099826,0,0
tt0099829,0,0
tt0099832,0,2544504
tt0099839,NF,NF
tt0099841,0,0
tt0099845,0,0
tt0099849,0,0
tt0099850,0,0
tt0099856,0,0
tt0099857,0,0
tt0099871,25000000,25965144
tt0099875,0,0
tt0099878,0,20
tt0099879,0,0
tt0099892,0,39404261
tt0099902,0,0
tt0099904,0,0
tt0099932,0,0
tt0099936,0,0
tt0099938,15000000,201957688
tt0099951,0,0
tt0099969,0,0
tt0099980,0,0
tt0099982,0,0
tt0099983,0,0
tt0099984,0,0
tt0099991,0,0
tt0100024,0,0
tt0100029,6000000,24078196
tt0100031,0,0
tt0100034,0,0
tt0100036,0,0
tt0100039,0,0
tt0100046,0,0
tt0100050,0,0
tt0100052,0,0
tt0100053,0,0
tt0100054,0,0
tt0100056,0,0
tt0100065,0,0
tt0100067,0,0
tt0100087,0,0
tt0100100,0,0
tt0100102,0,0
tt0100107,0,0
tt0100108,0,0
tt0100112,0,0
tt0100114,12000000,46044400
tt0100119,0,0
tt0100122,95,0
tt0100123,0,0
tt0100128,0,0
tt0100129,5000000,485772
tt0100130,0,0
tt0100133,23000000,0
tt0100134,0,0
tt0100135,0,0
tt0100139,0,0
tt0100140,31000000,35419397
tt0100142,225000,0
tt0100143,0,0
tt0100148,0,0
tt0100150,14000000,5080409
tt0100151,0,0
tt0100152,1000000,0
tt0100156,0,0
tt0100157,20000000,61276872
tt0100161,0,0
tt0100168,10000000,16153593
tt0100169,0,0
tt0100171,0,0
tt0100172,0,0
tt0100173,0,0
tt0100175,0,0
tt0100196,0,0
tt0100200,0,0
tt0100201,20000000,15379253
tt0100212,0,0
tt0100222,0,0
tt0100224,0,0
tt0100232,0,0
tt0100240,32000000,16283667
tt0100247,0,0
tt0100251,0,0
tt0100256,0,0
tt0100257,0,0
tt0100258,4200000,5835247
tt0100259,0,0
tt0100260,11,8
tt0100262,0,0
tt0100263,0,5000000
tt0100266,0,0
tt0100280,0,0
tt0100281,0,0
tt0100284,0,0
tt0100291,0,0
tt0100301,0,11
tt0100317,0,0
tt0100318,0,29381956
tt0100324,0,0
tt0100330,0,0
tt0100342,0,0
tt0100343,0,0
tt0100347,0,0
tt0100369,2000000,0
tt0100389,0,0
tt0100393,0,0
tt0100395,0,0
tt0100403,35000000,57120318
tt0100404,0,221303188
tt0100405,14000000,463000000
tt0100410,0,0
tt0100411,NF,NF
tt0100414,0,0
tt0100419,10,53
tt0100430,0,0
tt0100436,0,11541758
tt0100438,0,0
tt0100440,0,0
tt0100442,0,0
tt0100448,0,0
tt0100449,0,0
tt0100455,0,0
tt0100456,10000000,0
tt0100466,0,0
tt0100469,0,0
tt0100470,0,0
tt0100475,0,0
tt0100476,0,0
tt0100477,37931000,27931461
tt0100480,0,0
tt0100485,0,15645616
