tt0035423,7.1
tt0081145,6.4
tt0094666,7.5
tt0094900,4.7
tt0094908,5.1
tt0095878,4.4
tt0096154,5.4
tt0096177,5.8
tt0096786,3.9
tt0096806,4.0
tt0096837,4.3
tt0096871,6.2
tt0096875,5.6
tt0096954,4.6
tt0096995,4.5
tt0097004,3.8
tt0097106,7.3
tt0097115,5.7
tt0097129,4.2
tt0097184,4.2
tt0097298,3.0
tt0097339,6.0
tt0097365,3.2
tt0097429,3.5
tt0097516,5.0
tt0097522,6.0
tt0097573,3.3
tt0097631,4.7
tt0097655,5.5
tt0097668,6.5
tt0097775,6.2
tt0097874,3.7
tt0097884,7.2
tt0097891,5.9
tt0097910,6.0
tt0097994,5.6
tt0098043,3.4
tt0098069,4.8
tt0098136,4.9
tt0098199,5.3
tt0098211,3.1
tt0098293,4.5
tt0098372,4.1
tt0098375,4.7
tt0098658,7.0
tt0098959,5.8
tt0098966,6.1
tt0098968,5.8
tt0098987,5.7
tt0098994,6.4
tt0098995,6.1
tt0098996,4.3
tt0099004,5.1
tt0099005,6.5
tt0099012,6.9
tt0099017,4.8
tt0099018,5.4
tt0099026,5.7
tt0099039,4.8
tt0099040,6.4
tt0099044,5.9
tt0099052,6.4
tt0099054,5.9
tt0099059,4.5
tt0099073,6.2
tt0099077,6.6
tt0099085,5.2
tt0099088,7.1
tt0099090,4.8
tt0099091,6.9
tt0099092,3.9
tt0099108,5.1
tt0099128,5.6
tt0099134,5.2
tt0099136,5.6
tt0099141,5.8
tt0099151,4.8
tt0099153,4.9
tt0099155,4.6
tt0099164,4.5
tt0099165,6.1
tt0099166,6.2
tt0099173,5.6
tt0099184,4.9
tt0099187,4.3
tt0099188,7.4
tt0099197,5.2
tt0099204,6.4
tt0099223,4.8
tt0099225,6.9
tt0099227,4.9
tt0099236,4.2
tt0099250,5.7
tt0099253,4.8
tt0099259,5.8
tt0099260,4.4
tt0099266,6.5
tt0099268,6.9
tt0099271,4.7
tt0099280,5.1
tt0099291,6.8
tt0099292,5.8
tt0099295,5.1
tt0099310,5.7
tt0099312,5.4
tt0099313,4.1
tt0099316,6.1
tt0099319,4.4
tt0099321,6.2
tt0099327,5.6
tt0099328,5.9
tt0099329,6.2
tt0099332,5.4
tt0099334,7.2
tt0099341,6.8
tt0099342,6.0
tt0099348,7.1
tt0099364,5.1
tt0099365,6.9
tt0099368,6.0
tt0099371,6.8
tt0099374,4.8
tt0099375,5.5
tt0099376,4.6
tt0099385,5.1
tt0099388,3.3
tt0099390,5.1
tt0099391,6.1
tt0099395,4.4
tt0099397,6.4
tt0099399,4.6
tt0099401,5.0
tt0099405,6.3
tt0099407,4.3
tt0099409,6.1
tt0099422,6.4
tt0099423,5.7
tt0099430,6.1
tt0099441,5.0
tt0099445,6.5
tt0099450,6.0
tt0099459,3.5
tt0099460,5.7
tt0099462,5.8
tt0099472,6.9
tt0099474,4.2
tt0099480,5.5
tt0099487,7.0
tt0099493,5.6
tt0099502,5.0
tt0099506,5.8
tt0099512,5.1
