imdbID,Action,Adventure,Animation,Comedy,Biography,Crime,Drama,Documentary,Family,Fantasy,History,Horror,Mystery,Romance,Sci-Fi,Thriller,Western,Sport,Music,Musical,War
tt0102757,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0102818,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0102460,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0102558,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0103007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0103064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0103074,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0103247,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0103241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0103594,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0103639,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0103644,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt0103772,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
tt0103759,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0103776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0103855,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0103859,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0103873,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt0103874,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
tt0103919,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt0103924,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0103962,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0103956,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
tt0103976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0103977,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0104006,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0104036,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0104107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0104109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0104215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0104257,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0104231,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0104348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0104376,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0104389,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0104409,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0104437,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0104431,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0104558,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0104549,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0104573,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0104691,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0104692,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt0104694,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0104714,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0104779,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tt0104797,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0104868,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0104815,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0104850,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tt0104928,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0105017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0104952,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0105104,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0105112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0105078,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0105151,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0105128,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tt0105211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0105219,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0105236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0105323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0105378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0105399,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0105488,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0105414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0105690,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0105652,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0105508,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0105665,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
tt0105793,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0105695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0105824,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0106233,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0106226,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0106246,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0106364,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0106375,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tt0106452,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
tt0106464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0106447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0106453,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tt0106489,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0106519,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0106505,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0106521,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt0106582,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0106557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tt0106611,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0106664,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
tt0106627,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
tt0106677,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0106697,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0106761,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0106701,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0106770,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0106856,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0106912,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0106918,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
tt0106941,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0106950,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0106977,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0106965,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0107004,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
tt0107076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0107120,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt0107034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0107048,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
tt0107144,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0107206,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0107151,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0107156,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0107207,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0107277,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0107211,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0107282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0107302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0107290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tt0107387,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt0107426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0107362,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0107504,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt0107507,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0107594,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0107554,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0107614,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0107688,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt0107750,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0107719,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
tt0107808,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0107818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0107822,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tt0107953,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
tt0107943,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0107840,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0107978,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0107977,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
tt0108000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0108002,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0108041,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0108052,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0108160,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0108174,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0108162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0108255,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0108187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0108320,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0108333,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0108358,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0108395,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt0108399,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0108550,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0109067,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tt0109190,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0109040,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0109376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0109370,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0109368,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0109254,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0109402,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0109444,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0109456,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tt0109447,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0109446,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0109445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0109506,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0109635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0109686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0109707,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0109830,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0109813,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt0110005,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0109831,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0110057,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0110027,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
tt0109836,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
tt0110066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0110146,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0110148,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt0110186,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
