tt0035423,7.1
tt0064994,6.8
tt0066498,6.9
tt0081145,6.4
tt0081721,6.3
tt0088751,5.9
tt0090008,5.7
tt0092926,2.1
tt0093309,6.2
tt0094108,4.8
tt0094376,5.7
tt0094666,7.5
tt0094841,6.2
tt0094900,4.7
tt0094908,5.1
tt0094997,5.3
tt0095095,4.7
tt0095394,5.7
tt0095450,6.5
tt0095878,4.4
tt0096025,5.7
tt0096056,3.9
tt0096154,5.4
tt0096177,5.8
tt0096513,6.3
tt0096752,7.6
tt0096786,3.9
tt0096806,4.0
tt0096830,3.7
tt0096837,4.3
tt0096841,7.0
tt0096857,6.9
tt0096859,6.0
tt0096871,6.2
tt0096875,5.6
tt0096954,4.6
tt0096971,4.6
tt0096995,4.5
tt0097004,3.8
tt0097020,5.8
tt0097038,6.3
tt0097049,5.8
tt0097062,5.9
tt0097099,7.3
tt0097106,7.3
tt0097115,5.7
tt0097129,4.2
tt0097140,7.1
tt0097176,5.1
tt0097178,3.2
tt0097184,4.2
tt0097198,6.6
tt0097253,6.2
tt0097282,7.9
tt0097294,6.8
tt0097298,3.0
tt0097339,6.0
tt0097348,6.3
tt0097365,3.2
tt0097394,6.1
tt0097405,4.6
tt0097429,3.5
tt0097516,5.0
tt0097522,6.0
tt0097573,3.3
tt0097585,6.3
tt0097619,6.5
tt0097631,4.7
tt0097638,6.0
tt0097655,5.5
tt0097667,5.3
tt0097668,6.5
tt0097709,6.6
tt0097720,4.4
tt0097726,4.0
tt0097769,6.5
tt0097775,6.2
tt0097803,6.0
tt0097833,6.5
tt0097848,6.8
tt0097874,3.7
tt0097875,7.0
tt0097884,7.2
tt0097891,5.9
tt0097910,6.0
tt0097968,6.8
tt0097994,5.6
tt0097996,6.4
tt0098030,6.5
tt0098043,3.4
tt0098063,5.4
tt0098069,4.8
tt0098136,4.9
tt0098150,6.1
tt0098199,5.3
tt0035423,7.1
tt0064994,6.8
tt0066498,6.9
tt0081145,6.4
tt0081721,6.3
tt0088751,5.9
tt0090008,5.7
tt0092926,2.1
tt0093309,6.2
tt0094108,4.8
tt0094376,5.7
tt0094666,7.5
tt0094841,6.2
tt0094900,4.7
tt0094908,5.1
tt0094997,5.3
tt0095095,4.7
tt0095394,5.7
tt0095450,6.5
